vintage_quarter,repo_full_name,clone_url,stars_at_discovery,archived_at_discovery,created_at_github,first_commit_date,snapshot_date,snapshot_sha,age_days_at_snapshot,is_young_partial,state_n_files,state_parsed_files,state_parse_rate,state_total_lines,state_n_functions,state_mean_comment_len,state_median_comment_len,state_p90_comment_len,state_mean_complexity,state_median_complexity,state_p90_complexity,state_mean_func_len,state_median_func_len,state_p90_func_len,state_mean_body_len,state_median_body_len,state_p90_body_len,state_mean_docstring_len,state_median_docstring_len,state_p90_docstring_len,state_frac_functions_with_docstring,flow_n_commits,flow_n_contributors,flow_mean_added_comment_len,flow_median_hunk_added,flow_mean_hunk_added,flow_median_added_code_lines_per_commit,flow_mean_added_code_lines_per_commit,flow_total_added_code_lines,flow_total_added_comment_lines,flow_total_added_blank_lines,flow_total_raw_added_lines,flow_total_raw_deleted_lines,flow_total_raw_n_files
2020Q3,labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations.git,67400,0,2020-08-25T02:29:34Z,2020-08-25T09:31:14+05:30,2021-02-21,5442dfb1301de0f6054d119c55cf3101115a76db,180,0,70,70,1.0,11881,383,39.58131655372701,35.0,72,2.060052219321149,1,4,19.221932114882506,14,42,15.93733681462141,10,38,3.284595300261097,3,7,0.5691906005221932,273,3,38.57875,2.154845154845155,16.18570360402561,7.0,42.78388278388278,11680,3200,3106,18140,6695,614
2020Q3,microsoft/qlib,https://github.com/microsoft/qlib.git,48413,0,2020-08-14T06:46:00Z,2020-08-14T02:31:17-07:00,2021-02-10,12c8bfa545bc928924181db5463c5a41ffc9e254,180,0,94,94,1.0,21598,1027,36.32336956521739,33.0,66,2.424537487828627,1,5,16.481012658227847,10,37,12.111976630963973,6,28,4.369036027263875,0,13,0.37195715676728336,436,24,35.35146443514645,1.7142857142857142,19.589119180327053,2.0,67.9770642201835,29638,1673,5736,55726,25955,1211
2020Q3,karpathy/minGPT,https://github.com/karpathy/minGPT.git,24867,0,2020-08-17T07:08:48Z,2020-08-17T00:39:02-07:00,2021-02-13,4050db60409b5bbaaa3302cee1e49847fc145c65,180,0,4,4,1.0,374,18,43.35849056603774,41,86,3.5,2.0,10,18.166666666666668,11.0,53,17.5,11.0,53,0.6666666666666666,0.0,6,0.1111111111111111,7,3,62.888888888888886,2.6,3.457142857142857,3.0,11.0,77,9,7,93,35,8
2020Q3,danielgatis/rembg,https://github.com/danielgatis/rembg.git,24664,0,2020-08-10T14:38:24Z,2020-08-10T16:32:38-03:00,2021-02-06,63f52a3a6a7d25edc0828d8a6b0294fdd1e74d71,180,0,9,9,1.0,1376,41,30.466666666666665,19.5,81,2.682926829268293,1,7,29.414634146341463,25,56,29.414634146341463,25,56,0,0,0,0.0,30,5,22.0,1.5,2.001335334771867,1.0,10.166666666666666,305,7,43,375,156,57
2020Q3,microsoft/playwright-python,https://github.com/microsoft/playwright-python.git,14988,0,2020-07-01T15:28:13Z,2020-07-01T08:28:15-07:00,2020-12-28,d35d62846c2fba838ee599523471bffb1d5c42e4,180,0,43,43,1.0,23044,1074,42.919055649241145,44,69,1.73463687150838,1.0,2,18.487895716945996,10.0,44,10.512104283054004,9.0,23,7.975791433891993,1.0,23,0.5027932960893855,208,11,44.13953488372093,2.0,9.045708968685076,8.0,283.5576923076923,58980,1935,8818,101876,62685,1519
2020Q3,EleutherAI/lm-evaluation-harness,https://github.com/EleutherAI/lm-evaluation-harness.git,13932,0,2020-08-28T00:09:15Z,2020-08-27T18:08:04-06:00,2021-02-23,ba9c13b2a9a1a2328a16740e4120f6809c5d8489,180,0,40,40,1.0,4809,604,44.04477611940298,37.0,79,1.3725165562913908,1.0,2,5.389072847682119,3.0,12,4.504966887417218,3.0,8,0.8841059602649006,0.0,5,0.14403973509933773,275,16,51.92699724517907,2.5,9.879733161874029,8.0,33.35272727272727,9172,726,1935,12534,6629,654
2020Q3,neuml/txtai,https://github.com/neuml/txtai.git,12935,0,2020-08-09T19:14:59Z,2020-08-09T15:13:59-04:00,2021-02-05,4716fcd5d934b22f900e84bd51145e5abca67336,180,0,9,9,1.0,2065,102,35.54545454545455,29,66,2.9607843137254903,2.0,6,16.57843137254902,15.0,31,9.96078431372549,7.0,22,6.617647058823529,8.5,12,0.7450980392156863,73,1,34.81935483870968,2.0681818181818183,9.227509674261178,0.0,15.452054794520548,1128,155,306,3221,1184,153
2020Q3,lucidrains/denoising-diffusion-pytorch,https://github.com/lucidrains/denoising-diffusion-pytorch.git,10681,0,2020-08-26T02:22:10Z,2020-08-25T19:22:11-07:00,2021-02-21,5989f4c77eafcdc6be0fb4739f0f277a6dd7f7d8,180,0,2,2,1.0,539,51,35.23076923076923,22,73,1.7254901960784315,1,3,8.313725490196079,5,15,8.235294117647058,5,15,0.0784313725490196,0,0,0.0196078431372549,24,1,33.785714285714285,2.6944444444444446,5.797916666666668,8.5,22.125,531,14,120,715,145,47
2020Q3,alirezamika/autoscraper,https://github.com/alirezamika/autoscraper.git,7950,0,2020-08-31T12:02:19Z,2020-08-31T16:42:46+04:30,2021-02-27,973ba6abed840d16907a556bc0192e2bf4806c6d,180,0,3,3,1.0,778,34,20,20.0,28,3.823529411764706,3.0,10,19.676470588235293,11.5,59,13.411764705882353,7.5,37,6.264705882352941,0.0,36,0.29411764705882354,74,7,20.0,1.4545454545454546,2.1828813853903055,2.0,12.432432432432432,920,2,180,1137,668,91
2020Q3,open-mmlab/mmpose,https://github.com/open-mmlab/mmpose.git,7886,0,2020-07-08T06:02:55Z,2020-07-10T01:29:17+08:00,2021-01-06,3fe69444d1cced87bfaffaeb20da328177d10148,180,0,307,307,1.0,47433,582,29.07651991614256,22.5,52,3.8178694158075603,3.0,8,27.43127147766323,19.0,63,22.826460481099655,15.0,58,4.6048109965635735,1.0,15,0.6185567010309279,145,18,28.4186295503212,2.738095238095238,32.49003203705101,22.0,309.46206896551723,44872,934,4515,57900,9617,1800
2020Q4,tinygrad/tinygrad,https://github.com/tinygrad/tinygrad.git,33576,0,2020-10-18T16:23:12Z,2020-10-17T22:57:01-07:00,2021-04-15,f0cc2b66f8e1813525fe68f7f9f98805732c920e,180,0,20,19,0.95,2258,183,36.37640449438202,33.0,60,2.3114754098360657,1,5,8.420765027322405,4,19,8.420765027322405,4,19,0,0,0,0.0,413,33,37.674094707520894,2.3333333333333335,6.595658660018701,4.0,14.27360774818402,5895,359,898,10688,7176,782
2020Q4,openai/openai-python,https://github.com/openai/openai-python.git,31607,0,2020-10-25T23:23:54Z,2020-10-25T16:23:05-07:00,2021-04-23,5f8c4a842674eda7aeb7a81f87686fdd4123f797,180,0,38,38,1.0,4482,278,49.74561403508772,57.0,74,2.514388489208633,1.0,6,11.906474820143885,5.0,26,11.622302158273381,5.0,26,0.2841726618705036,0.0,0,0.0683453237410072,9,6,50.95871559633027,2.0,16.508150683846022,8.0,413.8888888888889,3725,218,811,4944,273,74
2020Q4,lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch.git,25500,0,2020-10-03T22:47:24Z,2020-10-03T15:47:26-07:00,2021-04-01,deb96201d578c7e49393ad265d091784f431c333,180,0,12,12,1.0,1511,119,25.081632653061224,17,41,1.5630252100840336,1,3,10.327731092436975,6,25,10.327731092436975,6,25,0,0,0,0.0,65,4,26.88888888888889,2.6666666666666665,20.122122163494222,8.0,28.0,1820,90,446,2432,865,140
2020Q4,mxrch/GHunt,https://github.com/mxrch/GHunt.git,19516,0,2020-10-02T11:26:03Z,2020-10-02T13:26:40+02:00,2021-03-31,02847dba6686d27e4acce5154de116bb7c4cc011,180,0,14,14,1.0,1428,43,37.13953488372093,32,75,7.348837209302325,3,18,23.162790697674417,15,51,23.069767441860463,15,51,0.09302325581395349,0,0,0.09302325581395349,91,13,43.76767676767677,1.3125,3.683560430310431,3.0,18.406593406593405,1675,99,289,2063,1396,169
2020Q4,lukas-blecher/LaTeX-OCR,https://github.com/lukas-blecher/LaTeX-OCR.git,16561,0,2020-12-11T16:35:13Z,2020-12-11T17:35:14+01:00,2021-06-09,4a61993cfa2c865c412077742a6e6195c137fa44,180,0,19,19,1.0,16432,86,31.775280898876403,29,60,4.011627906976744,2.0,10,15.953488372093023,9.0,44,14.988372093023257,8.0,39,0.9651162790697675,0.0,5,0.13953488372093023,75,3,34.008849557522126,2.4,131.83021761048659,16.0,607.36,45552,113,427,46092,29826,155
2020Q4,LibreTranslate/LibreTranslate,https://github.com/LibreTranslate/LibreTranslate.git,16322,0,2020-12-19T19:19:34Z,2020-12-19T14:19:35-05:00,2021-06-17,e604cb681fc515d9cdfd53b69250ac812123b839,180,0,12,12,1.0,1095,40,40.67391304347826,43.0,63,3.775,2.0,9,35.075,10.5,57,29.25,9.0,46,5.825,0.0,0,0.1,63,11,39.59183673469388,2.375,5.979685050057517,6.0,25.19047619047619,1587,49,247,1946,803,115
2020Q4,mealie-recipes/mealie,https://github.com/mealie-recipes/mealie.git,13167,0,2020-12-07T01:04:17Z,2020-12-24T16:37:38-09:00,2021-06-22,2e8c50e4ba579932840f9eb2c73f8d98d60d3cfa,180,0,121,121,1.0,6953,357,30.45263157894737,21,65,2.3333333333333335,1,5,10.820728291316527,8,23,9.635854341736694,6,21,1.184873949579832,0,3,0.4005602240896359,124,8,31.44144144144144,2.588235294117647,4.694882910709713,13.0,97.99193548387096,12151,333,2835,19315,10612,915
2020Q4,snakers4/silero-vad,https://github.com/snakers4/silero-vad.git,10168,0,2020-11-23T09:54:16Z,2020-11-23T10:28:37+00:00,2021-05-22,24e0d408abeb83bc8180603b418d453a9248fa38,180,0,2,2,1.0,729,31,34.8,26.0,53,4.387096774193548,2,9,20.870967741935484,16,34,17.967741935483872,12,31,2.903225806451613,0,4,0.2903225806451613,41,6,52.05882352941177,2.0,13.48711703243437,8.0,27.121951219512194,1112,17,177,1613,771,48
2020Q4,huggingface/accelerate,https://github.com/huggingface/accelerate.git,9851,0,2020-10-30T13:27:12Z,2020-10-30T14:27:14+01:00,2021-04-28,4f376df41ceea6af4a077b7c2dbedc870d21a646,180,0,21,21,1.0,3180,137,48.80357142857143,55.5,77,4.043795620437956,2,10,15.408759124087592,8,40,13.583941605839415,6,37,1.8248175182481752,0,6,0.2846715328467153,106,10,48.903002309468825,2.0,6.036837997936016,4.0,29.90566037735849,3170,433,655,7274,2689,307
2020Q4,RangiLyu/nanodet,https://github.com/RangiLyu/nanodet.git,6254,0,2020-10-19T08:36:25Z,2020-10-19T15:13:32+08:00,2021-04-17,1ede3ab233b6c0ab5704e5087ec308465adcfca1,180,0,64,64,1.0,9130,407,36.84615384615385,32,69,3.235872235872236,2,7,17.484029484029485,11,40,14.992628992628992,9,32,2.4914004914004915,0,9,0.31203931203931207,84,10,39.15034965034965,2.6952380952380954,20.28875659004392,3.0,100.04761904761905,8404,572,1437,11406,1651,183
2021Q1,TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN.git,37672,0,2021-03-19T06:18:20Z,2021-03-19T14:18:20+08:00,2021-09-15,e5adc0dd06aedbdce712eabd9a42755e28b0665f,180,0,13,13,1.0,2359,69,25.36320754716981,20.0,53,4.3478260869565215,2,12,28.6231884057971,14,87,27.36231884057971,13,71,1.2608695652173914,0,8,0.14492753623188406,19,1,25.668763102725368,3.083333333333333,42.98869895536562,4.0,239.89473684210526,4558,477,853,6080,3531,50
2021Q1,dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io.git,33727,0,2021-01-27T16:03:30Z,2021-01-27T12:39:46+01:00,2021-07-26,1084603375d2e7a27fb0bbd3289f45d5f17a29cf,180,0,9,9,1.0,1909,75,51.23684210526316,46.0,95,4.506666666666667,3,11,29.16,12,54,29.16,12,54,0,0,0,0.0,191,6,53.64266666666666,2.0,4.210375490662073,2.0,12.335078534031414,2356,375,735,5065,2403,333
2021Q1,marceloprates/prettymaps,https://github.com/marceloprates/prettymaps.git,14201,0,2021-03-05T12:22:05Z,2021-03-05T09:22:05-03:00,2021-09-01,47c5d01e093ccf93ef6582a13bfe894ce0f5b2fa,180,0,4,4,1.0,548,18,31.26,26.5,53,6.444444444444445,3.5,15,26.72222222222222,12.5,109,25.61111111111111,11.0,106,1.1111111111111112,0.0,3,0.3333333333333333,30,9,30.81528662420382,1.0,7.770974052943362,2.0,26.033333333333335,781,157,126,1112,693,44
2021Q1,unifyai/ivy,https://github.com/unifyai/ivy.git,14171,0,2021-01-19T08:37:25Z,2021-02-10T12:23:23+01:00,2021-08-09,9452bcd16fc904a98f46ecd7f0788d87c4351b88,180,0,102,102,1.0,11824,768,21.076233183856502,14.0,37,2.6419270833333335,2.0,5,11.319010416666666,9.0,21,7.217447916666667,4.0,16,4.1015625,0.0,14,0.3541666666666667,279,1,25.636604774535808,3.1824175824175827,8.06573840406728,14.0,33.32616487455197,9298,377,1265,27172,15168,1015
2021Q1,TomSchimansky/CustomTkinter,https://github.com/TomSchimansky/CustomTkinter.git,13543,0,2021-03-04T17:24:00Z,2021-03-04T18:27:46+01:00,2021-08-31,b4f8166940f58cedaf3a14682072333097fbc221,180,0,11,11,1.0,1766,84,16.095238095238095,14.0,22,4.130952380952381,3.0,9,17.892857142857142,8.5,48,17.892857142857142,8.5,48,0,0.0,0,0.0,30,1,34.888888888888886,2.0,15.116061121418262,3.0,29.633333333333333,889,18,200,1907,870,71
2021Q1,PaddlePaddle/PaddleNLP,https://github.com/PaddlePaddle/PaddleNLP.git,12969,0,2021-02-05T13:07:42Z,2021-02-05T21:07:44+08:00,2021-08-04,ba1a4405d71b964b0abdbb9ecbdd0c7cdfd0c012,180,0,374,374,1.0,77040,2467,44.354241645244215,48,71,3.5889744629104174,2,7,23.49493311714633,13,52,20.11876773408999,10,44,3.376165383056344,0,8,0.4450749898662343,519,40,44.9989187519308,2.8460526315789476,27.397219846474947,2.0,132.3102119460501,68669,6474,10629,229496,105698,2143
2021Q1,openai/DALL-E,https://github.com/openai/DALL-E.git,10830,1,2021-02-23T23:01:11Z,2021-02-25T12:48:43-08:00,2021-08-24,5be4b236bc3ade6943662354117a0e83752cc322,180,0,4,4,1.0,264,13,,,,3.6923076923076925,3,8,12.538461538461538,10,31,12.538461538461538,10,31,0,0,0,0.0,1,1,nan,66.0,66.0,218.0,218.0,218,0,46,280,0,5
2021Q1,zyddnys/manga-image-translator,https://github.com/zyddnys/manga-image-translator.git,10401,0,2021-02-18T03:03:23Z,2021-02-17T22:03:37-05:00,2021-08-16,a1c8825fa30565f82a1301027ecb4c78d5d48e59,180,0,18,18,1.0,4317,234,26.38801261829653,18,57,3.6025641025641026,1.0,9,15.226495726495726,8.0,35,15.076923076923077,8.0,35,0.14957264957264957,0.0,0,0.05982905982905983,42,3,36.888888888888886,2.371212121212121,15.642978161705614,12.5,135.38095238095238,5686,432,714,6832,2448,88
2021Q1,tobymao/sqlglot,https://github.com/tobymao/sqlglot.git,9595,0,2021-03-13T05:01:56Z,2021-03-12T21:01:57-08:00,2021-09-08,e2c9cd40a96d07da8d38c3b7fa2c6c28d413b8d0,180,0,11,11,1.0,2958,207,18.9,15.5,22,2.6135265700483092,2,6,7.3478260869565215,5,18,7.3478260869565215,5,18,0,0,0,0.0,191,5,18.9,1.0,3.7593525274241713,3.0,20.968586387434556,4005,10,886,6153,2287,480
2021Q1,JerBouma/FinanceDatabase,https://github.com/JerBouma/FinanceDatabase.git,8826,0,2021-01-28T18:36:09Z,2021-02-02T19:00:58+01:00,2021-08-01,e45fb93bd48b7b5a590280fb4c143c478120806e,180,0,40,40,1.0,2780,89,44.34177215189873,40,76,5.247191011235955,2,11,21.584269662921347,11,50,19.292134831460675,11,37,2.292134831460674,0,19,0.10112359550561797,44,1,45.21739130434783,3.4285714285714284,13.608967697697674,5.0,43.97727272727273,1935,46,216,2521,720,83
2021Q2,Textualize/textual,https://github.com/Textualize/textual.git,37174,0,2021-04-08T15:24:47Z,2021-04-08T16:24:48+01:00,2021-10-05,f574294beb733df0cfd17993401713edf5ed7fca,180,0,55,55,1.0,7337,562,33.908212560386474,27,70,2.1548042704626336,1.0,4,8.459074733096086,4.0,19,7.644128113879003,3.0,17,0.8149466192170819,0.0,1,0.1903914590747331,213,7,38.42949547218629,2.5,6.066862131057824,25.0,65.98122065727699,14054,773,2719,19829,9632,1047
2021Q2,zauberzeug/nicegui,https://github.com/zauberzeug/nicegui.git,16188,0,2021-05-07T13:55:05Z,2021-05-07T05:32:54+02:00,2021-11-03,a16296e86263b3bc3d3dc8d7ef2745c57bdf6ac6,180,0,56,56,1.0,2580,215,41.3,39.5,58,1.669767441860465,1,4,6.655813953488372,4,15,5.586046511627907,4,12,1.069767441860465,0,6,0.17209302325581396,272,4,51.13636363636363,2.393939393939394,5.245767392833576,9.0,20.658088235294116,5619,22,1491,7176,4712,806
2021Q2,google-deepmind/alphafold,https://github.com/google-deepmind/alphafold.git,14830,0,2021-06-17T14:06:06Z,2021-07-15T18:44:37+01:00,2022-01-11,be37a41d6f83e4145bd4912cbe8bf6a24af80c29,180,0,56,56,1.0,18723,586,40.81340158213122,41,72,3.061433447098976,2.0,7,25.245733788395903,13.0,69,21.148464163822524,9.5,56,4.097269624573379,1.0,14,0.6331058020477816,15,8,46.63321799307958,3.6666666666666665,5.0945653581234644,5.0,363.2,5448,578,1110,7903,768,113
2021Q2,microsoft/LoRA,https://github.com/microsoft/LoRA.git,13782,0,2021-06-18T02:16:35Z,2021-09-18T21:50:32+00:00,2022-03-17,aa68d8a021c7ba08973e35fdfdc76338fdbfad57,180,0,3,3,1.0,375,30,50.486486486486484,40,93,3.533333333333333,3.0,5,10.8,7.5,20,10.8,7.5,20,0,0.0,0,0.0,6,3,50.4865547466944,8.293333333333333,138.50001974369425,283.5,28229.0,169374,13462,34616,660058,329868,1631
2021Q2,xmu-xiaoma666/External-Attention-pytorch,https://github.com/xmu-xiaoma666/External-Attention-pytorch.git,12184,0,2021-05-08T13:11:46Z,2021-05-08T21:12:50+08:00,2021-11-04,0a0d41fd1807b364fa2a3db2e7d81cfe8f43ae88,180,0,49,49,1.0,4103,254,17.11340206185567,13.0,28,1.984251968503937,1.0,5,11.228346456692913,8.0,22,11.035433070866143,8.0,22,0.19291338582677164,0.0,0,0.03937007874015748,76,3,25.678638941398866,26.333333333333332,32.542906750591285,48.0,122.17105263157895,9285,529,2771,12714,8682,208
2021Q2,rany2/edge-tts,https://github.com/rany2/edge-tts.git,11892,0,2021-05-10T18:55:14Z,2021-05-10T21:55:15+03:00,2021-11-06,6fbf87567369c2d615efd15e4d2bd2c7d37eca34,180,0,4,4,1.0,338,16,61.791666666666664,62.0,84,4.5,2.5,15,16.75,10.5,69,16.75,10.5,69,0,0.0,0,0.0,48,1,62.857142857142854,2.0,5.304977092624151,6.5,18.4375,885,63,47,1077,806,61
2021Q2,ParthJadhav/Tkinter-Designer,https://github.com/ParthJadhav/Tkinter-Designer.git,10266,0,2021-05-18T07:29:26Z,2021-05-18T12:58:18+05:30,2021-11-14,0c498569023d3471c76bba60a96f869a4c65007e,180,0,14,14,1.0,930,73,41.76470588235294,25,70,1.5205479452054795,1,3,7.52054794520548,3,14,7.3561643835616435,3,14,0.1643835616438356,0,0,0.0821917808219178,96,8,42.78341013824885,1.9285714285714286,11.573447348894618,5.5,59.270833333333336,5690,217,1699,7632,6767,215
2021Q2,bitsandbytes-foundation/bitsandbytes,https://github.com/bitsandbytes-foundation/bitsandbytes.git,8465,0,2021-06-04T00:10:34Z,2021-10-05T19:16:20-07:00,2022-04-03,4e60e7dc62c50b6ba9b6becf6e779a1d48906be2,180,0,13,13,1.0,1675,76,41.8875,51.0,66,4.447368421052632,2.0,10,18.236842105263158,8.0,47,14.486842105263158,7.0,34,3.75,0.0,18,0.21052631578947367,16,3,41.924050632911396,2.6666666666666665,27.913286713286713,4.5,85.4375,1367,79,262,2421,46,43
2021Q2,nadermx/backgroundremover,https://github.com/nadermx/backgroundremover.git,8048,0,2021-05-24T02:49:23Z,2021-05-23T21:49:24-05:00,2021-11-19,f79735d3c4fbf29dd2dfc87576d130abf4766db2,180,0,10,10,1.0,1968,53,34.25373134328358,24,81,3.0377358490566038,2,9,32.9622641509434,24,72,32.9622641509434,24,72,0,0,0,0.0,18,1,38.49180327868852,1.0,17.306018518518517,3.0,92.05555555555556,1657,61,432,2193,190,51
2021Q2,openai/guided-diffusion,https://github.com/openai/guided-diffusion.git,7421,0,2021-04-27T20:27:52Z,2021-05-11T11:34:08-04:00,2021-11-07,ed2f41c4d7b37d231b3688fbf4056b46f207cf24,180,0,15,15,1.0,4785,259,46.720588235294116,47.5,67,2.698841698841699,2,6,15.305019305019306,8,35,13.193050193050192,7,33,2.111969111969112,0,8,0.3204633204633205,4,1,61.95652173913044,2.7916666666666665,164.9625,19.0,142.0,568,23,112,705,30,8
2021Q3,khoj-ai/khoj,https://github.com/khoj-ai/khoj.git,37211,0,2021-08-16T01:48:44Z,2021-04-04T04:53:03-07:00,2021-10-01,e933a5d3d00c6f5dd8f4497f9584999549834f71,180,0,19,18,0.9473684210526315,2013,96,39.9375,35.0,70,3.7291666666666665,2.0,9,13.385416666666666,8.0,28,11.302083333333334,7.0,25,2.0833333333333335,1.0,5,0.5729166666666666,64,1,41.693609022556394,3.333333333333333,22.00149921249207,14.0,56.71875,3630,532,964,5822,3578,140
2021Q3,xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN.git,36723,0,2021-07-19T03:23:30Z,2021-07-19T11:23:31+08:00,2022-01-15,01aeba2f7ae859baf08c518c539d060a80e6c3db,180,0,14,14,1.0,1536,33,34.285714285714285,25.0,74,5.9393939393939394,4,13,37.27272727272727,24,114,36.39393939393939,22,112,0.8787878787878788,0,4,0.24242424242424243,37,2,33.68615384615384,2.0441176470588234,15.219270671231454,4.0,54.75675675675676,2026,325,292,3510,1324,90
2021Q3,fastapi/sqlmodel,https://github.com/fastapi/sqlmodel.git,18313,0,2021-08-24T14:26:53Z,2021-08-24T14:41:53+02:00,2022-02-20,8e97c93de0c185780c20d752ac947854e652c754,180,0,143,143,1.0,7551,418,26.141509433962263,6.0,73,1.8205741626794258,1.0,3,9.41866028708134,5.0,20,9.339712918660288,5.0,20,0.07894736842105263,0.0,0,0.007177033492822967,10,2,nan,1.0,4.199708126036485,2.5,34.9,349,0,58,570,227,82
2021Q3,borisdayma/dalle-mini,https://github.com/borisdayma/dalle-mini.git,14733,0,2021-07-03T18:04:37Z,2021-07-02T21:09:33+00:00,2021-12-29,26651ddd777f73dd18dade8bf543a6a8732d3669,180,0,6,6,1.0,880,52,34.04347826086956,29,67,2.3846153846153846,1.0,6,11.192307692307692,5.0,32,10.923076923076923,5.0,32,0.2692307692307692,0.0,1,0.17307692307692307,210,8,42.188741721854306,1.5756302521008403,23.72209688185143,3.0,45.56666666666667,9569,906,1705,13308,10925,254
2021Q3,sml2h3/ddddocr,https://github.com/sml2h3/ddddocr.git,14726,0,2021-07-14T09:00:06Z,2021-07-14T17:00:16+08:00,2022-01-10,45310c7a20d4c7eef1977992f62a82e0ef530eea,180,0,2,2,1.0,1627,11,8,6,14,3.3636363636363638,3,6,143.36363636363637,17,42,143.0909090909091,17,42,0.2727272727272727,0,1,0.2727272727272727,6,3,5.0,98.8125,115.19791666666667,76.0,346.1666666666667,2077,2,34,2119,983,11
2021Q3,mlfoundations/open_clip,https://github.com/mlfoundations/open_clip.git,14126,0,2021-07-28T23:24:39Z,2021-07-28T16:24:40-07:00,2022-01-24,57b3e8ea6ad6bfc2974203945f8fd577e0659468,180,0,12,12,1.0,2322,80,43.21052631578947,36.5,79,4.6,2.0,10,22.225,11.5,45,21.6625,11.0,44,0.5625,0.0,0,0.0875,35,5,51.98019801980198,1.5,8.437445155577024,3.0,87.57142857142857,3065,101,518,3684,991,68
2021Q3,mvt-project/mvt,https://github.com/mvt-project/mvt.git,13045,0,2021-07-16T05:50:44Z,2021-07-16T08:05:01+02:00,2022-01-12,b2e9f0361b2797de83dba5e1098d23f70a52a9e6,180,0,79,79,1.0,7171,283,49.02095238095238,45,78,3.791519434628975,3,9,16.946996466431095,11,39,15.756183745583039,9,37,1.1908127208480566,0,6,0.24028268551236748,235,28,49.62068965517241,1.6785714285714286,4.745845415554807,3.0,22.395744680851063,5263,522,1116,7255,4759,695
2021Q3,Megvii-BaseDetection/YOLOX,https://github.com/Megvii-BaseDetection/YOLOX.git,10609,0,2021-07-17T02:01:45Z,2021-07-17T10:01:45+08:00,2022-01-13,25f116b3145db3f2808ffbe722677d301e34f40d,180,0,71,71,1.0,7969,328,38.88944723618091,37.0,75,2.798780487804878,2.0,6,18.871951219512194,11.0,45,17.576219512195124,10.0,45,1.295731707317073,0.0,6,0.22865853658536586,89,32,42.59688195991091,1.619047619047619,7.743720659935573,2.0,100.34831460674157,8931,449,1658,12703,3324,412
2021Q3,skypilot-org/skypilot,https://github.com/skypilot-org/skypilot.git,10574,0,2021-08-11T23:32:15Z,2021-08-24T21:18:56-07:00,2022-02-20,2c18f16905699810115540e0e28ba4544823eb7a,180,0,57,57,1.0,14808,629,47.34950657894737,51.0,69,3.4435612082670906,2,8,19.664546899841017,10,47,16.839427662957075,9,42,2.8251192368839426,0,7,0.43879173290937995,253,8,46.57902176986146,3.8333333333333335,15.967571828605465,32.0,127.72727272727273,32315,3537,5621,45785,29155,1079
2021Q3,FoundationVision/ByteTrack,https://github.com/FoundationVision/ByteTrack.git,6671,0,2021-08-27T10:47:57Z,2021-08-27T18:47:58+08:00,2022-02-23,d742a3321c14a7412f024f2218142c7441c1b699,180,0,133,133,1.0,25961,1080,39.79012345679013,33,77,3.575,2.0,7,19.950925925925926,11.0,43,17.903703703703705,10.0,36,2.047222222222222,0.0,7,0.24814814814814815,149,10,43.51687289088864,88.125,161.18618202227282,4.0,229.3758389261745,34177,1778,5958,46562,17303,333
2021Q4,hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI.git,41442,0,2021-10-28T16:19:44Z,2021-10-29T00:19:45+08:00,2022-04-27,26c49639d80a6c695d48f631789395076e60899d,180,0,260,260,1.0,31918,1731,38.60659509202454,32.0,71,2.658578856152513,2,5,13.421721548238013,7,33,11.463893703061814,5,28,1.9578278451761988,0,8,0.2553437319468515,419,40,47.2168242582328,2.7142857142857144,7.86685395556996,17.0,108.16229116945108,45320,3067,8564,78840,66418,2444
2021Q4,Sanster/IOPaint,https://github.com/Sanster/IOPaint.git,23335,1,2021-11-15T14:16:40Z,2021-11-15T22:21:01+08:00,2022-05-14,49c42741a5a4eaec1e305bf3e38b328ef8886118,180,0,13,13,1.0,1153,63,42.75,38.0,81,2.0634920634920637,1,4,13.095238095238095,8,31,12.079365079365079,8,27,1.0158730158730158,0,5,0.15873015873015872,38,5,41.8,2.678571428571429,8.740980074493379,6.5,43.73684210526316,1662,75,365,2217,1138,68
2021Q4,facebookresearch/xformers,https://github.com/facebookresearch/xformers.git,10544,0,2021-10-13T18:08:50Z,2021-10-18T11:29:10-07:00,2022-04-16,549bd4221c27aa11dd928aa5ec191d087132e1f7,180,0,77,77,1.0,12756,544,49.767952127659576,54.0,80,2.6121323529411766,1.0,6,17.61764705882353,10.0,44,16.729779411764707,10.0,41,0.8878676470588235,0.0,4,0.14705882352941177,141,14,50.72386587771203,3.3333333333333335,12.899879088037679,4.0,46.39716312056738,6542,1014,1553,15040,4986,410
2021Q4,litestar-org/litestar,https://github.com/litestar-org/litestar.git,8450,0,2021-12-06T19:43:06Z,2021-12-06T21:13:26+01:00,2022-06-04,54e6f36e96d7b5bdedb052ffb7390a9bbe4bfea5,180,0,52,52,1.0,5213,194,39.12264150943396,28.0,82,3.8608247422680413,2.0,9,16.927835051546392,10.0,41,14.70103092783505,8.0,38,2.2268041237113403,3.0,4,0.7216494845360825,269,17,49.0,2.0,4.0999881052124145,9.0,47.468401486988846,12769,164,1347,26941,16688,1300
