vintage_quarter,n_packages,state_mean_func_len__mean,state_mean_func_len__median,state_mean_func_len__p25,state_mean_func_len__p75,state_mean_body_len__mean,state_mean_body_len__median,state_mean_body_len__p25,state_mean_body_len__p75,state_mean_complexity__mean,state_mean_complexity__median,state_mean_complexity__p25,state_mean_complexity__p75,state_median_complexity__mean,state_median_complexity__median,state_median_complexity__p25,state_median_complexity__p75,state_mean_comment_len__mean,state_mean_comment_len__median,state_mean_comment_len__p25,state_mean_comment_len__p75,state_parse_rate__mean,state_parse_rate__median,state_parse_rate__p25,state_parse_rate__p75,state_mean_docstring_len__mean,state_mean_docstring_len__median,state_mean_docstring_len__p25,state_mean_docstring_len__p75,state_frac_functions_with_docstring__mean,state_frac_functions_with_docstring__median,state_frac_functions_with_docstring__p25,state_frac_functions_with_docstring__p75,flow_mean_added_comment_len__mean,flow_mean_added_comment_len__median,flow_mean_added_comment_len__p25,flow_mean_added_comment_len__p75,flow_median_hunk_added__mean,flow_median_hunk_added__median,flow_median_hunk_added__p25,flow_median_hunk_added__p75,flow_median_added_code_lines_per_commit__mean,flow_median_added_code_lines_per_commit__median,flow_median_added_code_lines_per_commit__p25,flow_median_added_code_lines_per_commit__p75,flow_n_commits__mean,flow_n_commits__median,flow_n_commits__p25,flow_n_commits__p75,flow_n_contributors__mean,flow_n_contributors__median,flow_n_contributors__p25,flow_n_contributors__p75
2019Q1,9,13.23233216516954,14.005524861878452,10.108695652173912,14.751286449399656,12.023680706250346,12.994475138121548,9.833333333333334,13.689024390243905,2.7905832933508417,3.0416666666666665,2.388888888888889,3.1270718232044197,1.6111111111111112,2.0,1.0,2.0,37.09070609088266,40.483870967741936,29.901840490797547,42.16304347826087,1.0,1.0,1.0,1.0,1.2086514589191957,1.011049723756906,0.875,1.2967409948542024,0.35722544499589515,0.3358778625954198,0.1910828025477707,0.4201680672268907,40.73472492082634,42.26261230131306,28.57434245840043,45.07692307692308,3.244980866104897,2.2222222222222223,1.7386363636363638,2.5,7.777777777777778,7.0,4.0,11.0,163.11111111111111,52.0,14,122,6.666666666666667,3.0,2,4
2019Q2,10,13.243397102670608,12.133902489915148,9.875,15.559615384615384,11.35124359744929,10.905968029860434,9.857142857142858,11.802197802197805,2.7550830954980827,2.726754028575844,2.3429158110882957,3.0714285714285716,1.9,2.0,2.0,2.0,44.781929619217266,44.374320050600886,40.10126582278481,51.167495219885275,0.9979381443298969,1.0,1.0,1.0,1.892153505221317,0.5261806981519508,0.1428571428571428,1.5728643216080402,0.24206561493300255,0.15564568901324544,0.0238095238095238,0.5096153846153846,43.766871418190604,46.768572997803076,41.11340206185567,51.90921985815603,2.42519425019425,2.375,1.5,3.090909090909091,10.05,7.0,4.0,19.0,189.0,171.0,45,216,11.6,6.0,1,18
2019Q3,10,14.926246708322703,13.629484432678069,11.828478964401295,15.65110759493671,12.926417490443185,11.367874176697706,10.422818791946307,13.018987341772153,2.8264881962523085,2.667822591294893,2.4482758620689653,2.9447236180904524,1.5,1.5,1.0,2.0,39.234241723155165,40.545354800279355,37.41376959781868,43.91447368421053,1.0,1.0,1.0,1.0,1.9998292178795167,1.828611608817034,0.9508547008547008,2.632120253164557,0.30052777036774597,0.25270906853577485,0.202991452991453,0.4606205250596659,42.49506027134983,43.4944194285094,38.97721822541966,49.61246840775063,2.341666666666667,2.0277777777777777,2.0,2.25,9.85,3.0,3.0,6.0,226.4,90.5,55,301,22.3,13.0,5,31
2019Q4,10,29.742987271066692,19.608367983367984,13.868983957219251,26.50769230769231,24.958529687757387,18.24172013740359,11.06951871657754,21.917329093799683,4.307189429730981,3.59961884961885,3.029850746268657,3.8800959232613903,1.7,2.0,1.0,2.0,36.940086674772445,39.31904761904762,24.185714285714287,42.91894060995185,1.0,1.0,1.0,1.0,4.784457583309302,1.7861685214626393,0.4807692307692308,3.578125,0.3156747046516426,0.26701609697933226,0.220563847429519,0.4230769230769231,40.89957436019247,42.70413306451613,32.889467162329616,50.18241469816273,2.3048677898677896,2.208333333333333,1.9388111888111887,3.083916083916084,7.1,6.0,2.5,8.0,196.1,131.5,91,304,9.7,8.0,3,20
2020Q1,10,22.769382566067783,15.331180335129549,12.14,22.727272727272727,21.409023528896597,14.1420823798627,11.324295010845988,22.103896103896105,3.897320482887369,3.588941984116301,2.347826086956522,4.558370044052864,1.85,2.0,1.0,2.0,40.892109755149754,43.92514611991756,33.29194630872483,45.23002908928172,1.0,1.0,1.0,1.0,1.360359037171183,1.125858123569794,0.6233766233766234,2.1892583120204603,0.3148919439308124,0.3493746889572926,0.1350114416475972,0.4814578005115089,41.35085330694826,43.45943995965415,35.12111801242236,46.586978345045175,2.6791666666666663,2.3125,2.0,3.5,6.05,5.5,4.0,7.0,281.2,112.0,89,410,20.9,16.5,5,30
2020Q2,7,25.730345906373252,19.743529411764705,17.006666666666668,38.72222222222222,22.663763907040185,17.165853658536584,16.183333333333334,30.166666666666668,3.864232065250332,3.2,2.9732016925246825,4.666666666666667,2.2142857142857144,2.0,2.0,2.0,33.77442708263897,31.569023569023567,26.9438877755511,42.9627539503386,1.0,1.0,1.0,1.0,3.0665819993330703,0.8233333333333334,0.053030303030303,8.249647390691115,0.2943667485143142,0.1733333333333333,0.053030303030303,0.5853314527503526,41.35252149505097,38.67383753129485,34.12903225806452,42.27175498298493,2.331845238095238,2.0833333333333335,1.3333333333333333,3.0952380952380953,10.333333333333334,8.0,3.0,19.0,305.14285714285717,253.0,23,484,17.714285714285715,14.0,4,26
2020Q3,10,17.916111307939026,18.327281191806332,16.481012658227847,19.676470588235293,14.441532238075263,12.76187066842316,9.96078431372549,17.5,2.610234330159403,2.55373215854846,1.73463687150838,3.5,1.6,1.0,1.0,2.0,35.65464188126593,35.93441205533597,30.466666666666665,42.919055649241145,1.0,1.0,1.0,1.0,3.474579069863759,3.8268156637624857,0.6666666666666666,6.264705882352941,0.33764721300320033,0.3330374019130534,0.1111111111111111,0.5691906005221932,37.19093341276805,35.08540963692806,28.4186295503212,44.13953488372093,2.1424397824397823,2.111513486513487,1.7142857142857142,2.6,6.15,5.0,2.0,8.0,154.5,109.5,30,273,8.9,6.0,3,16
2020Q4,10,16.943073465103982,15.681123748090307,10.820728291316527,20.870967741935484,15.385910468860548,14.286156849431336,10.327731092436975,17.967741935483872,3.5524452189244875,3.505436117936118,2.3333333333333335,4.043795620437956,1.7,2.0,1.0,2.0,37.169473686227924,36.611279170267935,31.775280898876403,40.67391304347826,0.9949999999999999,1.0,1.0,1.0,1.5571629962434337,1.0749951143247998,0.0930232558139534,2.4914004914004915,0.16884971128967155,0.1197674418604651,0.0683453237410072,0.2903225806451613,40.44436791833045,39.37109319252177,34.008849557522126,48.903002309468825,2.237097338935574,2.354166666666667,2.0,2.588235294117647,7.3,7.0,4.0,8.0,107.1,79.5,63,106,10.4,9.0,6,11
2021Q1,10,19.390926431952458,19.738563402889245,12.538461538461538,26.72222222222222,18.161784827910644,18.59249598715891,12.538461538461538,25.61111111111111,4.081638050141982,3.9116300366300374,3.5889744629104174,4.506666666666667,2.35,2.0,2.0,3.0,31.001727482996337,26.38801261829653,21.076233183856505,44.34177215189873,1.0,1.0,1.0,1.0,1.2291416040418168,0.6303418803418803,0.0,2.292134831460674,0.14384551814327962,0.08047632766733885,0.0,0.3333333333333333,35.18415655579867,34.888888888888886,25.668763102725368,44.9989187519308,8.691158709711342,2.6086323763955344,2.0,3.1824175824175827,26.55,3.5,2.0,12.5,134.6,43.0,30,191,6.8,2.0,1,6
2021Q2,10,15.31636424381046,13.26668288085611,8.459074733096086,18.23684210526316,14.096239269301396,12.11424163195817,7.644128113879003,16.75,2.860808437541576,2.8682887739491516,1.984251968503937,3.533333333333333,1.75,2.0,1.0,2.0,41.003969481845715,41.53235294117647,34.25373134328358,46.72058823529411,1.0,1.0,1.0,1.0,1.2201249745090643,0.5039300025219268,0.0,2.111969111969112,0.1648141780193198,0.12714240203886584,0.0,0.2105263157894736,46.037719943584484,44.70831406566421,38.49180327868852,51.13636363636363,5.357417748917749,2.583333333333333,2.0,3.6666666666666665,40.9,7.75,5.0,25.0,76.4,33.0,15,96,3.9,3.0,1,7
2021Q3,10,31.229216879412956,19.268249059676606,13.385416666666666,22.225,30.078775628435796,17.2078235875761,11.302083333333334,21.6625,3.544624764769273,3.5092806041335454,2.798780487804878,3.791519434628975,2.2,2.0,2.0,3.0,36.06687579492064,39.33978534648551,34.04347826086956,43.21052631578947,0.9947368421052631,1.0,1.0,1.0,1.1504412509771602,1.0348002998179677,0.2727272727272727,2.047222222222222,0.2511703241543189,0.2413534639683049,0.173076923076923,0.2727272727272727,39.65135209846666,42.59688195991091,41.693609022556394,46.57902176986146,20.352153361344538,1.861344537815126,1.5756302521008403,3.8333333333333335,14.35,3.5,3.0,14.0,108.8,76.5,35,210,9.9,6.5,2,10
2021Q4,10,21.65086135027355,18.227005347593582,16.927835051546392,28.653333333333332,19.801974610341176,15.71540516979988,12.86737400530504,28.6,3.7049979676317633,3.30787702436587,2.6121323529411766,4.6875,1.8,2.0,1.0,2.0,37.54281480871096,38.971320754716984,36.328828828828826,43.91954022988506,1.0,1.0,1.0,1.0,1.8488867399323745,0.9518703314659196,0.7413793103448276,2.2268041237113403,0.28056051330798704,0.1528944911297852,0.1272727272727272,0.3879728419010669,40.74464340842648,43.19987557030278,39.601036269430054,49.0,2.5522530464091266,2.6964285714285716,2.0,2.75,9.75,7.75,4.0,12.0,163.1,109.5,73,269,13.4,9.5,5,17
2022Q1,8,14.107862304266,12.035221716156002,9.848214285714286,14.538461538461538,13.28906656926133,11.080520393811533,9.713395638629285,13.132275132275131,3.340704840533385,3.226499530237848,2.4347826086956523,3.4615384615384617,1.6875,2.0,1.0,2.0,43.677569391484404,47.55951815286063,39.386877828054295,53.5,1.0,1.0,1.0,1.0,0.8187957350046697,0.49964128714057765,0.0,1.7407407407407407,0.13012320645653846,0.09894167880771726,0.0,0.1686507936507936,44.04762016678421,44.90352756355327,40.487917146144994,46.0019305019305,2.2784294387555257,2.13768115942029,2.0,2.5,10.4375,10.75,4.0,17.0,273.25,237.5,31,277,12.0,6.0,2,9
2022Q2,10,19.30890308641345,17.563612985487314,16.33511586452763,20.020408163265305,17.694990311830217,16.78031346963263,14.0,18.70125786163522,3.5206402856228642,3.4299198116243907,3.1571753986332576,4.0,2.05,2.0,2.0,2.0,44.57331229640785,47.646780095266244,42.42298850574713,50.86784140969163,0.9916461916461916,1.0,1.0,1.0,1.6139127745832333,1.3161302129801205,0.7578947368421053,2.066326530612245,0.30819607533545534,0.301209372637944,0.1157894736842105,0.3417721518987341,44.80344613231684,45.50922345430091,41.91740412979351,51.23633969716919,30.703249719379652,2.5404411764705883,1.8452380952380951,3.128205128205128,279.75,9.0,6.0,19.0,336.7,261.0,64,456,20.4,11.0,6,18
