repo,quarter,pooled_n_commits,pooled_n_contributors,pooled_mean_added_comment_len,pooled_median_hunk_added,pooled_mean_hunk_added,pooled_median_added_code_lines_per_commit,pooled_mean_added_code_lines_per_commit,pooled_total_added_code_lines,pooled_total_added_comment_lines,pooled_total_added_blank_lines,pooled_total_raw_added_lines,pooled_total_raw_deleted_lines,pooled_total_raw_n_files,excltop_n_commits,excltop_n_contributors,excltop_mean_added_comment_len,excltop_median_hunk_added,excltop_mean_hunk_added,excltop_median_added_code_lines_per_commit,excltop_mean_added_code_lines_per_commit,excltop_total_added_code_lines,excltop_total_added_comment_lines,excltop_total_added_blank_lines,excltop_total_raw_added_lines,excltop_total_raw_deleted_lines,excltop_total_raw_n_files,top_contributor,top_contributor_share_overall
pandas,2016Q3,287,68,39.804819277108436,2.75,3.574719494901019,3.0,23.250871080139373,6673,415,1140,35244,28917,1072,287,68,39.804819277108436,2.75,3.574719494901019,3.0,23.250871080139373,6673,415,1140,35244,28917,1072,jbrockmendel,0.23335315101070156
pandas,2016Q4,223,83,43.916666666666664,2.5,4.232702026203324,2.0,10.717488789237668,2390,192,423,19100,17195,612,223,83,43.916666666666664,2.5,4.232702026203324,2.0,10.717488789237668,2390,192,423,19100,17195,612,jbrockmendel,0.23335315101070156
pandas,2017Q1,314,98,38.067278287461775,2.2,5.6836791963582645,2.0,18.14968152866242,5699,327,1127,112826,114245,1767,314,98,38.067278287461775,2.2,5.6836791963582645,2.0,18.14968152866242,5699,327,1127,112826,114245,1767,jbrockmendel,0.23335315101070156
pandas,2017Q2,304,94,39.011328125,2.857142857142857,10.927885961657664,3.5,137.0953947368421,41677,2560,9570,131155,124816,2905,304,94,39.011328125,2.857142857142857,10.927885961657664,3.5,137.0953947368421,41677,2560,9570,131155,124816,2905,jbrockmendel,0.23335315101070156
pandas,2017Q3,290,100,41.678082191780824,2.0,4.519205895453116,4.0,19.586206896551722,5680,292,753,16322,10157,967,248,99,41.14230769230769,2.175,4.864746805660706,4.0,20.56048387096774,5099,260,664,15306,8990,855,jbrockmendel,0.23335315101070156
pandas,2017Q4,488,104,42.70196078431373,2.0,4.401278546677729,3.0,17.131147540983605,8360,510,1165,61355,52037,1908,401,103,42.805352798053526,2.3,4.48401627600816,4.0,18.104738154613468,7260,411,1042,45969,37039,1681,jbrockmendel,0.23335315101070156
pandas,2018Q1,591,198,43.88618925831202,3.9615384615384617,8.2105754514554,8.0,29.920473773265652,17683,782,3104,58426,43281,1671,480,197,44.21880650994575,4.232142857142858,8.985002265379405,9.0,31.5875,15162,553,2785,39070,26025,1225,jbrockmendel,0.23335315101070156
pandas,2018Q2,293,94,41.0656836461126,2.0625,7.412158980399272,4.0,30.77815699658703,9018,746,1750,28613,20688,912,280,93,41.05177111716621,2.176923076923077,7.571694898095624,4.0,31.582142857142856,8843,734,1732,27873,20158,880,jbrockmendel,0.23335315101070156
pandas,2018Q3,390,144,40.86961451247166,2.9705882352941178,28.871498323580468,4.0,57.53333333333333,22438,1764,4938,63467,49911,1539,318,143,39.96638655462185,2.7777777777777777,5.948710220100541,4.0,29.044025157232703,9236,595,1732,36230,24934,1064,jbrockmendel,0.23335315101070156
pandas,2018Q4,633,147,44.65250965250965,2.6547619047619047,4.8528940577902615,6.0,39.380726698262244,24928,1813,3691,84426,66652,3477,531,146,44.40965207631874,2.4,4.64758293603707,4.0,31.757062146892654,16863,891,2466,65074,51136,2625,jbrockmendel,0.23335315101070156
pandas,2019Q1,459,123,44.41653905053599,2.0,4.066916161175233,2.0,21.69281045751634,9957,653,1276,32195,30498,2440,407,122,44.389978213507625,2.0,4.259728333978978,2.0,19.324324324324323,7865,459,883,27164,21451,2122,jbrockmendel,0.23335315101070156
pandas,2019Q2,421,117,43.95967741935484,1.75,3.3406932676688617,3.0,24.280285035629454,10222,620,1685,32069,26377,2564,400,116,43.78607809847199,1.7596153846153846,3.391619249916077,3.0,24.93,9972,589,1635,31193,25806,2462,jbrockmendel,0.23335315101070156
pandas,2019Q3,486,112,44.10232558139535,2.0,10.08167674021965,5.0,95.20164609053498,46268,1290,3721,167001,142709,2589,291,111,44.484848484848484,2.0,8.694952265089864,4.0,134.06872852233678,39014,528,2533,155315,130520,1901,jbrockmendel,0.23335315101070156
pandas,2019Q4,935,179,44.40671273445212,1.5,2.8102242687296446,4.0,17.108021390374333,15996,1013,1475,69144,67964,3360,589,178,43.200417536534445,1.5,3.173073488922621,2.0,17.500848896434636,10308,479,1006,41470,32186,2076,jbrockmendel,0.23335315101070156
pandas,2020Q1,1115,183,45.45909090909091,1.875,3.9571250363341477,3.0,17.014349775784755,18971,1320,2551,67528,56354,4356,650,182,48.370370370370374,2.0,4.859373990102257,2.0,18.82923076923077,12239,486,1674,34562,23447,2814,jbrockmendel,0.23335315101070156
pandas,2020Q2,766,164,48.14,2.0,3.68568365254559,5.0,16.56396866840731,12688,800,1544,42861,29323,2504,487,163,49.763636363636365,2.5,4.462640151683454,3.0,18.164271047227928,8846,385,1098,30798,15741,1395,jbrockmendel,0.23335315101070156
pandas,2020Q3,591,136,46.93558606124604,2.0,9.503855536991066,4.0,25.26565143824027,14932,947,2437,34678,19204,2057,420,135,46.682675814751285,2.0,4.667815285791777,3.0,24.17142857142857,10152,583,1614,27110,15083,1435,jbrockmendel,0.23335315101070156
pandas,2020Q4,1077,153,46.81141304347826,2.3,5.172239369869943,4.0,19.77623026926648,21299,1840,2870,88353,72488,4138,621,152,47.4422268907563,2.2777777777777777,4.10392669042681,2.0,18.083735909822867,11230,952,1271,45147,31145,2385,jbrockmendel,0.23335315101070156
pandas,2021Q1,807,103,50.732160312805476,2.235294117647059,5.163702606757881,6.0,32.050805452292444,25865,3069,3082,84238,59779,4218,503,102,51.359035191775405,2.414285714285714,6.3114577522338,4.0,39.163021868787276,19699,2529,2304,63752,42146,2906,jbrockmendel,0.23335315101070156
pandas,2021Q2,695,89,49.63050216986981,2.208695652173913,4.234720954243651,9.0,25.867625899280576,17978,1613,2037,39334,25662,2597,420,88,50.99787234042553,2.0454545454545454,4.901054990827084,4.0,25.873809523809523,10867,470,1209,27418,16068,1547,jbrockmendel,0.23335315101070156
pandas,2021Q3,566,119,49.80295047418335,2.272727272727273,4.06067801484564,6.0,17.796819787985864,10073,949,1312,26264,15584,1679,368,118,51.35198135198135,2.0,4.592521498442628,3.0,19.222826086956523,7074,429,940,20886,11271,1167,jbrockmendel,0.23335315101070156
pandas,2021Q4,660,121,49.22678185745141,2.5,4.110971237340679,4.0,15.607575757575757,10301,926,1236,36127,23794,2610,398,120,51.674050632911396,2.227722772277228,4.151590370942345,2.0,17.105527638190956,6808,316,733,21480,12204,1167,jbrockmendel,0.23335315101070156
pandas,2022Q1,553,91,49.745365853658534,2.266025641025641,4.079722416880502,4.0,16.645569620253166,9205,1025,1103,29871,18949,2273,375,90,51.9682151589242,2.1833333333333336,4.396915600304686,2.0,16.064,6024,409,654,20129,11573,1530,jbrockmendel,0.23335315101070156
pandas,2022Q2,351,90,51.54624277456647,2.0,4.44221513464044,4.0,23.837606837606838,8367,692,1026,21243,6959,1231,274,89,52.07334525939177,2.155555555555556,5.009912431317975,5.0,27.956204379562045,7660,559,944,18346,5936,999,jbrockmendel,0.23335315101070156
pandas,2022Q3,451,99,51.79922279792746,2.1484593837535013,4.342608973146583,4.0,27.341463414634145,12331,772,1156,25993,11640,1904,401,98,52.77850162866449,2.0546737213403876,4.327017032701513,3.0,28.423940149625935,11398,614,1066,23876,10185,1745,jbrockmendel,0.23335315101070156
pandas,2022Q4,671,117,48.0990099009901,1.2,2.664866936019122,3.0,10.563338301043219,7088,505,578,26004,35976,3026,511,116,48.109170305676855,1.1665805340223945,2.828338548187464,2.0,10.405088062622308,5317,229,413,20173,25450,2061,jbrockmendel,0.23335315101070156
pandas,2023Q1,789,110,49.08626198083067,2.3333333333333335,4.160498967827315,6.0,19.361216730038024,15276,939,1699,40036,25005,3575,633,109,48.495850622406635,2.272727272727273,4.269189777392497,5.0,17.82306477093207,11282,482,1207,31975,18013,2922,jbrockmendel,0.23335315101070156
pandas,2023Q2,618,117,46.344686648501366,2.466666666666667,4.721713705964015,6.0,21.514563106796118,13296,734,1522,34422,22001,2289,495,116,45.36607142857143,2.45,5.006346555903306,4.0,15.503030303030304,7674,224,950,25284,13840,1408,jbrockmendel,0.23335315101070156
pandas,2023Q3,494,98,50.82954545454545,3.0,4.747573712201422,5.0,17.945344129554655,8865,440,915,31758,19412,2670,410,97,52.670411985018724,3.0,4.851816294702271,5.0,18.351219512195122,7524,267,793,25929,13996,2167,jbrockmendel,0.23335315101070156
pandas,2023Q4,579,71,47.576736672051695,2.5,3.7134447955157888,4.0,14.849740932642487,8598,619,808,51790,36151,3378,412,70,49.119791666666664,2.6666666666666665,3.9602353848389544,3.0,14.54126213592233,5991,384,596,31133,19635,2412,jbrockmendel,0.23335315101070156
pandas,2024Q1,502,99,49.410557184750736,1.75,3.5199087912041938,4.0,25.695219123505975,12899,341,854,27214,39570,2959,477,98,49.630718954248366,1.8192934782608696,3.628022299775898,4.0,26.71698113207547,12744,306,835,26759,38234,2861,jbrockmendel,0.23335315101070156
pandas,2024Q2,414,93,47.6045197740113,3.5,6.939355040173398,6.0,15.415458937198068,6382,177,836,13545,10115,1302,397,92,49.675862068965515,3.6666666666666665,7.14307597780705,6.0,15.42317380352645,6123,145,826,12290,8702,1156,jbrockmendel,0.23335315101070156
pandas,2024Q3,292,86,44.91133004926108,3.8,5.223963227202426,6.0,16.133561643835616,4711,203,604,10967,6672,1186,265,85,46.01910828025478,4.0,5.347286032631002,6.0,15.464150943396227,4098,157,524,9965,5582,1097,jbrockmendel,0.23335315101070156
pandas,2024Q4,214,72,48.73913043478261,2.5,3.9943861076754237,4.0,9.30373831775701,1991,92,175,5356,3265,640,212,71,48.73913043478261,2.5,3.9741224435579405,4.0,9.25,1961,92,175,5165,3204,624,jbrockmendel,0.23335315101070156
pandas,2025Q1,162,55,46.98148148148148,3.0,5.1622705844124255,3.5,13.820987654320987,2239,54,271,6646,1703,485,161,54,46.98148148148148,3.0,5.1622705844124255,4.0,13.906832298136646,2239,54,271,6629,1692,482,jbrockmendel,0.23335315101070156
pandas,2025Q2,98,50,50.41509433962264,2.111111111111111,4.320904590698215,4.5,15.03061224489796,1473,53,122,4010,1589,284,98,50,50.41509433962264,2.111111111111111,4.320904590698215,4.5,15.03061224489796,1473,53,122,4010,1589,284,jbrockmendel,0.23335315101070156
pandas,2025Q3,213,65,45.62883435582822,2.3076923076923075,4.282788870598897,6.0,19.661971830985916,4188,326,374,10678,6369,1131,148,64,48.854304635761586,1.8076923076923077,4.037107208481643,5.5,18.506756756756758,2739,151,264,6533,3580,760,jbrockmendel,0.23335315101070156
pandas,2025Q4,365,138,44.32,2.3095238095238093,6.137902154175117,3.0,33.93150684931507,12385,200,1816,23334,11590,1504,312,137,49.214285714285715,2.1176470588235294,6.437082839051012,3.0,37.717948717948715,11768,112,1776,20164,9870,1063,jbrockmendel,0.23335315101070156
pandas,2026Q1,499,96,52.183673469387756,3.4222222222222225,6.55897501564297,7.0,34.901803607214426,17416,490,2632,32839,19819,1770,336,95,50.47692307692308,3.3333333333333335,7.246381920741732,8.0,43.342261904761905,14563,195,2426,25494,16635,1168,jbrockmendel,0.23335315101070156
pandas,2026Q2,496,76,54.57349397590362,3.6904761904761907,5.589265801373945,5.0,15.58266129032258,7729,830,763,21390,7035,1473,154,75,57.25609756097561,3.0,5.207247221279085,4.0,14.75974025974026,2273,164,244,6771,2202,418,jbrockmendel,0.23335315101070156
numpy,2014Q1,173,51,40.77884615384615,1.85,4.120183688860159,0.0,14.3121387283237,2476,104,390,7675,4370,273,161,50,37.883720930232556,1.8416666666666668,4.030503998034486,0.0,15.031055900621118,2420,86,373,7236,4235,246,Sebastian Berg,0.08577797592510031
numpy,2014Q2,118,33,48.223880597014926,1.55,4.209124899124899,1.0,12.254237288135593,1446,67,136,3381,2269,168,115,32,48.223880597014926,1.55,4.249656146322812,1.0,12.2,1403,67,130,3238,2199,161,Sebastian Berg,0.08577797592510031
numpy,2014Q3,130,31,48.66115702479339,2.0507293007293006,5.755990364987222,1.0,14.86923076923077,1933,121,285,4761,2725,278,126,30,48.84873949579832,2.03003003003003,5.791782447649394,1.0,15.333333333333334,1932,119,285,4629,2720,273,Sebastian Berg,0.08577797592510031
numpy,2014Q4,111,47,58.40196078431372,2.0,3.1246153903012974,2.0,8.63963963963964,959,102,127,2702,835,167,111,47,58.40196078431372,2.0,3.1246153903012974,2.0,8.63963963963964,959,102,127,2702,835,167,Sebastian Berg,0.08577797592510031
numpy,2015Q1,137,49,47.84939759036145,2.5,5.70443510064043,2.0,9.218978102189782,1263,166,171,4266,1445,231,136,48,47.84939759036145,2.5,5.70443510064043,2.5,9.286764705882353,1263,166,171,4248,1444,230,Sebastian Berg,0.08577797592510031
numpy,2015Q2,119,43,39.46153846153846,2.0,3.19172278338945,1.0,6.294117647058823,749,104,80,2980,1223,170,117,42,39.46153846153846,2.0,3.19172278338945,1.0,6.401709401709402,749,104,80,2944,1222,168,Sebastian Berg,0.08577797592510031
numpy,2015Q3,154,43,42.93418259023355,2.0,5.574560062419281,1.0,41.1948051948052,6344,471,889,14367,10229,402,145,42,42.93418259023355,2.0,5.698367928067888,1.0,43.6551724137931,6330,471,887,14231,10193,391,Sebastian Berg,0.08577797592510031
numpy,2015Q4,169,54,53.641304347826086,2.0,3.352401012054874,1.0,7.254437869822485,1226,92,119,3457,2619,332,168,53,53.641304347826086,2.0,3.3754637670750203,1.0,7.291666666666667,1225,92,119,3447,2617,330,Sebastian Berg,0.08577797592510031
numpy,2016Q1,206,54,46.08130081300813,1.8238993710691824,3.269955119723221,1.0,10.20873786407767,2103,123,271,6763,3109,374,198,53,46.077586206896555,1.8238993710691824,3.168977288117577,1.0,9.848484848484848,1950,116,259,6410,2997,330,Sebastian Berg,0.08577797592510031
numpy,2016Q2,93,40,53.8,2.2,4.130310438569367,1.0,7.956989247311828,740,75,149,2796,1135,161,82,39,54.6,2.2,4.096177067167633,2.0,8.621951219512194,707,65,147,1810,683,123,Sebastian Berg,0.08577797592510031
numpy,2016Q3,101,44,43.51327433628319,1.4375,5.412731636215092,1.0,14.693069306930694,1484,113,262,5442,1346,209,94,43,43.51327433628319,1.5,5.595883352758353,1.0,15.691489361702128,1475,113,262,5390,1302,198,Sebastian Berg,0.08577797592510031
numpy,2016Q4,140,42,46.19178082191781,1.90625,3.174467810628525,1.0,7.014285714285714,982,73,140,3826,1409,238,137,41,46.19178082191781,1.8125,3.044039711961399,1.0,6.912408759124087,947,73,133,3654,1367,232,Sebastian Berg,0.08577797592510031
numpy,2017Q1,224,51,48.194117647058825,2.0,3.788471266940487,2.0,8.607142857142858,1928,170,309,5485,3412,410,222,50,48.194117647058825,2.0,3.8138972485978058,2.0,8.684684684684685,1928,170,309,5339,3374,407,Sebastian Berg,0.08577797592510031
numpy,2017Q2,217,43,48.639810426540286,2.5,4.389652594835327,2.0,12.995391705069125,2820,211,388,7158,3253,419,214,42,48.639810426540286,2.5,4.4235690545632975,2.0,13.126168224299066,2809,211,388,7142,3242,415,Sebastian Berg,0.08577797592510031
numpy,2017Q3,222,44,44.61421319796954,1.5,2.8518403410878106,1.0,10.86036036036036,2411,197,240,14320,8703,498,219,43,44.81025641025641,1.5,2.820056702844935,1.0,10.926940639269406,2393,195,238,14262,8699,494,Sebastian Berg,0.08577797592510031
numpy,2017Q4,231,49,49.20318725099602,2.358974358974359,5.870645021218245,4.0,14.822510822510823,3424,251,520,7835,4369,401,230,48,49.20318725099602,2.358974358974359,5.870645021218245,4.0,14.88695652173913,3424,251,520,7785,4368,400,Sebastian Berg,0.08577797592510031
numpy,2018Q1,235,61,46.53107344632768,2.0,8.108046893298589,2.0,12.927659574468086,3038,177,463,22943,12428,543,234,60,46.53107344632768,2.0,8.108046893298589,2.0,12.982905982905983,3038,177,463,22927,12428,542,Sebastian Berg,0.08577797592510031
numpy,2018Q2,244,55,49.064,2.0,4.413985316742753,1.0,8.344262295081966,2036,125,275,6926,7847,561,242,54,49.064,2.0,4.413985316742753,1.0,8.413223140495868,2036,125,275,6904,7841,559,Sebastian Berg,0.08577797592510031
numpy,2018Q3,247,53,42.33780160857909,2.0,14.20196513196513,1.0,34.93927125506073,8630,373,2257,14646,12264,474,244,52,42.33780160857909,2.0,14.20196513196513,1.0,35.368852459016395,8630,373,2257,14613,12262,471,Sebastian Berg,0.08577797592510031
numpy,2018Q4,247,54,50.47232472324723,2.016885553470919,7.832118883124115,2.0,32.89473684210526,8125,271,1635,14327,8354,610,246,53,50.47232472324723,2.063998332291015,7.86696306768672,2.0,32.9349593495935,8102,271,1635,14304,8344,608,Sebastian Berg,0.08577797592510031
numpy,2019Q1,192,55,45.862857142857145,2.0,3.759744304217086,2.0,11.666666666666666,2240,175,236,12762,11907,397,186,54,45.862857142857145,2.0,3.7739357905414175,2.0,12.03225806451613,2238,175,236,12462,11904,391,Sebastian Berg,0.08577797592510031
numpy,2019Q2,266,70,42.63057324840764,2.0,3.913256426951083,1.0,11.319548872180452,3011,157,445,15152,14753,541,258,69,42.63057324840764,2.0,3.895551214063018,1.0,11.60077519379845,2993,157,443,14970,14719,527,Sebastian Berg,0.08577797592510031
numpy,2019Q3,263,73,53.06944444444444,1.2066666666666666,7.9308760645218985,0.0,9.140684410646388,2404,72,437,5347,4979,776,251,72,53.12676056338028,1.08,8.144770333583283,0.0,9.458167330677291,2374,71,435,5201,4910,757,Sebastian Berg,0.08577797592510031
numpy,2019Q4,189,55,42.96052631578947,2.0,3.819363286044984,1.0,7.666666666666667,1449,76,225,4233,2045,334,178,54,42.78666666666667,2.0,3.841965180542598,1.0,8.073033707865168,1437,75,223,4061,1994,321,Sebastian Berg,0.08577797592510031
numpy,2020Q1,232,60,50.06432748538012,1.2426470588235294,3.265685313903158,1.0,8.72844827586207,2025,171,207,6346,5490,888,216,59,49.36486486486486,1.2,3.1906419628103784,1.0,8.99537037037037,1943,148,203,5928,5367,850,Sebastian Berg,0.08577797592510031
numpy,2020Q2,322,88,43.21714285714286,2.28125,19.290493992289377,1.0,13.391304347826088,4312,350,503,12954,3935,532,276,87,42.75659824046921,2.5,20.63222949989495,1.0,15.05072463768116,4154,341,490,11586,3145,469,Sebastian Berg,0.08577797592510031
numpy,2020Q3,290,77,50.66101694915254,1.5,3.288228583366599,1.0,6.927586206896552,2009,118,331,9107,9203,463,261,76,49.90909090909091,1.45,3.1494444568798903,1.0,7.524904214559387,1964,110,321,8478,9138,429,Sebastian Berg,0.08577797592510031
numpy,2020Q4,313,79,45.123456790123456,1.0714285714285714,5.196085418059868,0.0,8.798722044728434,2754,81,417,13150,4834,551,281,78,44.41772151898734,1.1031746031746033,5.378612447905365,0.0,8.99644128113879,2528,79,377,11469,4381,489,Sebastian Berg,0.08577797592510031
numpy,2021Q1,344,66,39.052763819095475,2.0,7.340235037683756,1.0,12.767441860465116,4392,398,683,13158,3707,618,299,65,38.200520833333336,2.0,7.286534386242567,2.0,14.324414715719064,4283,384,663,12171,3391,548,Sebastian Berg,0.08577797592510031
numpy,2021Q2,349,68,48.904347826086955,1.8,3.007706797755134,1.0,6.378223495702006,2226,115,245,7601,3387,570,311,67,48.80909090909091,2.0,3.010653327458783,1.0,6.993569131832797,2175,110,230,6873,3162,505,Sebastian Berg,0.08577797592510031
numpy,2021Q3,381,65,49.32656023222061,2.0,4.5887070041842986,1.0,24.094488188976378,9180,689,1155,16948,16460,725,359,64,49.295487627365354,2.0,4.634977120920703,1.0,25.545961002785514,9171,687,1155,16472,16359,697,Sebastian Berg,0.08577797592510031
numpy,2021Q4,295,76,50.64957264957265,1.75,4.869543301827087,1.0,9.806779661016948,2893,234,489,8339,6019,567,258,75,50.116402116402114,1.75,4.862325629174077,1.0,8.957364341085272,2311,189,418,7134,5007,514,Sebastian Berg,0.08577797592510031
numpy,2022Q1,232,67,50.35585585585586,2.0,5.07172711189739,0.0,9.400862068965518,2181,222,426,6752,3218,350,181,66,50.014084507042256,2.0,5.240714745579544,1.0,11.662983425414364,2111,213,412,4902,2218,289,Sebastian Berg,0.08577797592510031
numpy,2022Q2,283,67,47.59090909090909,1.6666666666666667,2.461147145813877,0.0,4.120141342756184,1166,110,132,5354,2084,418,207,66,46.07058823529412,1.5,2.3020657220160916,1.0,4.821256038647343,998,85,110,4068,1597,287,Sebastian Berg,0.08577797592510031
numpy,2022Q3,175,79,45.93103448275862,2.0,4.074510647766462,1.0,5.24,917,29,101,2325,1339,239,156,78,44.629629629629626,2.0,4.067805175176829,2.0,5.448717948717949,850,27,92,1875,1199,206,Sebastian Berg,0.08577797592510031
numpy,2022Q4,214,49,52.48571428571429,2.0,5.594355195576904,1.0,10.55607476635514,2259,210,490,6305,3461,511,126,48,47.8125,1.9,3.669485333415072,1.0,7.777777777777778,980,64,171,3645,1653,286,Sebastian Berg,0.08577797592510031
numpy,2023Q1,257,59,48.417391304347824,2.0,4.594239417019469,0.0,5.715953307392996,1469,115,221,4873,4885,427,210,58,44.116279069767444,1.9145454545454546,4.419090472352777,0.0,6.09047619047619,1279,86,171,4070,4707,357,Sebastian Berg,0.08577797592510031
numpy,2023Q2,263,62,51.99354838709677,2.0,4.075250527033836,1.0,6.475285171102661,1703,155,224,4251,2460,434,194,61,49.29090909090909,2.0,4.497350734948037,1.0,6.041237113402062,1172,55,153,3007,1308,309,Sebastian Berg,0.08577797592510031
numpy,2023Q3,356,61,46.058340929808566,1.6666666666666667,14.125908920866657,2.0,140.12078651685394,49883,2194,11044,121603,128654,1302,316,60,45.897235023041475,1.6666666666666667,15.269994948411913,2.0,157.56012658227849,49789,2170,11037,121270,128412,1244,Sebastian Berg,0.08577797592510031
numpy,2023Q4,335,58,45.615107913669064,2.1,9.422524427355448,2.0,26.38507462686567,8839,278,1714,13783,8912,728,287,57,44.91269841269841,2.5,10.284586038642802,3.0,30.33101045296167,8705,252,1703,13321,8521,648,Sebastian Berg,0.08577797592510031
numpy,2024Q1,257,48,52.37948717948718,2.0,5.036294207270803,1.0,17.77431906614786,4568,195,785,11026,11384,463,227,47,52.53086419753087,2.0,5.0335515036445315,1.0,19.273127753303964,4375,162,748,10552,11045,411,Sebastian Berg,0.08577797592510031
numpy,2024Q2,304,56,44.93939393939394,2.2857142857142856,6.73884739825867,2.0,11.552631578947368,3512,66,510,6302,3322,468,294,55,44.93939393939394,2.2857142857142856,6.788726829591198,2.0,11.914965986394558,3503,66,508,6168,3280,457,Sebastian Berg,0.08577797592510031
numpy,2024Q3,235,61,51.767857142857146,1.3,2.977463498222332,1.0,6.340425531914893,1490,56,153,3574,3211,680,212,60,51.265306122448976,1.1642512077294687,2.9531055385981526,1.0,6.7924528301886795,1440,49,148,3173,2856,631,Sebastian Berg,0.08577797592510031
numpy,2024Q4,160,50,50.494897959183675,1.251057529610829,7.592084661073691,0.0,27.3125,4370,196,596,10132,7624,601,134,49,50.622950819672134,1.251057529610829,7.897245019617821,1.0,32.5,4355,183,596,9627,7480,566,Sebastian Berg,0.08577797592510031
numpy,2025Q1,117,46,47.111111111111114,1.25,2.0336179596277515,0.0,2.0854700854700856,244,9,50,1839,1753,170,113,45,47.111111111111114,1.125,2.028466006285555,0.0,2.0265486725663715,229,9,47,1788,1735,165,Sebastian Berg,0.08577797592510031
numpy,2025Q2,267,51,41.301886792452834,1.0,2.618458052138632,1.0,13.198501872659175,3524,106,176,8473,6737,1399,259,50,40.28712871287129,1.0,2.604212515088286,1.0,13.328185328185327,3452,101,168,8328,6693,1386,Sebastian Berg,0.08577797592510031
numpy,2025Q3,125,47,42.06976744186046,1.25,2.3362369337979096,0.0,3.888,486,43,69,5899,3609,254,120,46,42.06976744186046,1.25,2.3362369337979096,0.0,4.05,486,43,69,5783,3585,245,Sebastian Berg,0.08577797592510031
numpy,2025Q4,227,63,43.095238095238095,1.5,3.061990667544592,1.0,11.092511013215859,2518,126,432,5795,27580,503,217,62,41.721739130434784,1.5,2.7918904675634044,1.0,11.47926267281106,2491,115,423,5626,27555,489,Sebastian Berg,0.08577797592510031
numpy,2026Q1,161,54,57.47222222222222,1.2596899224806202,2.8489878438372545,1.0,8.614906832298137,1387,36,154,4731,2466,438,156,53,58.3235294117647,1.186046511627907,2.788938777464542,1.0,8.243589743589743,1286,34,139,4447,2424,427,Sebastian Berg,0.08577797592510031
numpy,2026Q2,144,56,46.719298245614034,1.9375,3.409526198439242,0.0,4.111111111111111,592,57,66,4403,1520,335,121,55,43.36363636363637,1.6875,2.961098104793757,0.0,3.9669421487603307,480,44,47,3727,1129,286,Sebastian Berg,0.08577797592510031
scipy,2014Q1,471,46,40.53411764705882,2.0,6.540704585385331,3.0,25.065817409766453,11806,425,1565,22490,18946,884,471,46,40.53411764705882,2.0,6.540704585385331,3.0,25.065817409766453,11806,425,1565,22490,18946,884,Matt Haberland,0.11018935978358882
scipy,2014Q2,220,45,47.36702127659574,2.0,5.330627704274941,3.5,16.34090909090909,3595,188,528,8496,4860,340,220,45,47.36702127659574,2.0,5.330627704274941,3.5,16.34090909090909,3595,188,528,8496,4860,340,Matt Haberland,0.11018935978358882
scipy,2014Q3,264,46,52.166666666666664,1.9090909090909092,4.086100499470814,2.0,12.715909090909092,3357,72,640,7073,3436,383,264,46,52.166666666666664,1.9090909090909092,4.086100499470814,2.0,12.715909090909092,3357,72,640,7073,3436,383,Matt Haberland,0.11018935978358882
scipy,2014Q4,273,43,49.31404958677686,1.9473684210526314,5.415179564524532,1.0,16.46153846153846,4494,242,887,35734,22192,694,273,43,49.31404958677686,1.9473684210526314,5.415179564524532,1.0,16.46153846153846,4494,242,887,35734,22192,694,Matt Haberland,0.11018935978358882
scipy,2015Q1,378,64,44.06622516556291,2.0,8.106674253906819,2.0,22.166666666666668,8379,755,1463,27996,21429,723,378,64,44.06622516556291,2.0,8.106674253906819,2.0,22.166666666666668,8379,755,1463,27996,21429,723,Matt Haberland,0.11018935978358882
scipy,2015Q2,320,56,45.12890625,2.0,5.80081835969563,3.0,17.94375,5742,256,1068,14615,4864,515,320,56,45.12890625,2.0,5.80081835969563,3.0,17.94375,5742,256,1068,14615,4864,515,Matt Haberland,0.11018935978358882
scipy,2015Q3,452,51,52.87781350482315,2.0,8.532319591061656,6.0,32.06637168141593,14494,622,2570,25653,13949,842,452,51,52.87781350482315,2.0,8.532319591061656,6.0,32.06637168141593,14494,622,2570,25653,13949,842,Matt Haberland,0.11018935978358882
scipy,2015Q4,295,70,48.72043010752688,2.0,5.127578400147025,2.0,15.484745762711864,4568,279,841,10351,5256,467,295,70,48.72043010752688,2.0,5.127578400147025,2.0,15.484745762711864,4568,279,841,10351,5256,467,Matt Haberland,0.11018935978358882
scipy,2016Q1,333,59,43.381418092909534,2.0,5.002000712934544,3.0,21.144144144144143,7041,409,1300,12940,6130,562,333,59,43.381418092909534,2.0,5.002000712934544,3.0,21.144144144144143,7041,409,1300,12940,6130,562,Matt Haberland,0.11018935978358882
scipy,2016Q2,308,64,48.98861047835991,2.4,6.250026674365264,5.0,29.13961038961039,8975,439,1450,17144,7398,537,308,64,48.98861047835991,2.4,6.250026674365264,5.0,29.13961038961039,8975,439,1450,17144,7398,537,Matt Haberland,0.11018935978358882
scipy,2016Q3,217,47,42.568345323741006,2.0,4.780520974515764,2.0,23.682027649769584,5139,139,1044,9960,24186,366,217,47,42.568345323741006,2.0,4.780520974515764,2.0,23.682027649769584,5139,139,1044,9960,24186,366,Matt Haberland,0.11018935978358882
scipy,2016Q4,319,56,43.228476821192054,2.0,4.120500060705121,3.0,18.33542319749216,5849,302,817,12089,6135,609,319,56,43.228476821192054,2.0,4.120500060705121,3.0,18.33542319749216,5849,302,817,12089,6135,609,Matt Haberland,0.11018935978358882
