repo,quarter,pooled_n_commits,pooled_n_contributors,pooled_mean_added_comment_len,pooled_median_hunk_added,pooled_mean_hunk_added,pooled_median_added_code_lines_per_commit,pooled_mean_added_code_lines_per_commit,pooled_total_added_code_lines,pooled_total_added_comment_lines,pooled_total_added_blank_lines,pooled_total_raw_added_lines,pooled_total_raw_deleted_lines,pooled_total_raw_n_files,excltop_n_commits,excltop_n_contributors,excltop_mean_added_comment_len,excltop_median_hunk_added,excltop_mean_hunk_added,excltop_median_added_code_lines_per_commit,excltop_mean_added_code_lines_per_commit,excltop_total_added_code_lines,excltop_total_added_comment_lines,excltop_total_added_blank_lines,excltop_total_raw_added_lines,excltop_total_raw_deleted_lines,excltop_total_raw_n_files,top_contributor,top_contributor_share_overall
scipy,2017Q1,262,63,42.41458541458542,2.2222222222222223,20.536669985934978,4.0,48.412213740458014,12684,1001,1905,22293,12356,432,230,62,43.354285714285716,2.361111111111111,7.895669356659563,4.0,24.017391304347825,5524,175,921,8519,4746,368,Matt Haberland,0.11018935978358882
scipy,2017Q2,178,55,51.68345323741007,2.088235294117647,7.088690797857912,3.0,15.095505617977528,2687,139,389,5861,2317,297,172,54,51.541984732824424,2.076923076923077,7.157693666998633,4.0,15.622093023255815,2687,131,387,5695,2299,289,Matt Haberland,0.11018935978358882
scipy,2017Q3,463,62,42.20402561756633,2.0,13.472259866954698,2.0,31.1792656587473,14436,1093,2427,33717,22948,1356,389,61,40.10267857142857,2.0,16.078791158602492,2.0,32.39588688946015,12602,896,2173,27402,17587,1232,Matt Haberland,0.11018935978358882
scipy,2017Q4,160,54,39.236111111111114,2.0,4.596461153397447,2.0,38.8625,6218,576,958,12243,7552,289,157,53,39.24521739130435,2.0,4.529423743368041,2.0,39.50955414012739,6203,575,956,12197,7539,285,Matt Haberland,0.11018935978358882
scipy,2018Q1,272,70,45.53846153846154,2.02,6.611921618255258,4.0,23.147058823529413,6296,325,1250,13768,7915,569,271,69,45.317460317460316,2.0,6.575882211515039,4.0,23.22140221402214,6293,315,1249,13754,7912,568,Matt Haberland,0.11018935978358882
scipy,2018Q2,353,69,42.096385542168676,2.0,4.80747087500138,3.0,19.195467422096318,6776,332,1289,13139,4386,583,348,68,41.806748466257666,2.0,4.850286959168074,3.0,19.347701149425287,6733,326,1289,13035,4355,574,Matt Haberland,0.11018935978358882
scipy,2018Q3,288,59,40.102695763799744,2.0,9.854271344399452,3.0,26.572916666666668,7653,779,1229,15090,9324,509,256,58,40.59866220735786,2.0,8.83799289636602,3.0,26.4296875,6766,598,1049,13291,8782,451,Matt Haberland,0.11018935978358882
scipy,2018Q4,247,64,41.35261194029851,1.8210526315789473,6.910013995201271,3.0,22.870445344129553,5649,536,1060,11428,5630,496,229,63,41.063559322033896,1.7,7.2659196970824365,3.0,22.200873362445414,5084,472,1007,9737,4381,457,Matt Haberland,0.11018935978358882
scipy,2019Q1,264,63,45.67638483965015,2.0,5.197010293646059,3.0,17.363636363636363,4584,343,687,8377,3856,489,257,62,45.76401179941003,2.0,5.310058041306703,3.0,17.66147859922179,4539,339,682,8323,3512,480,Matt Haberland,0.11018935978358882
scipy,2019Q2,277,52,46.71111111111111,2.0,16.580183529308172,2.0,25.40072202166065,7036,270,1191,13751,5373,397,245,51,46.60311284046693,2.0,18.076504485758235,2.0,27.779591836734692,6806,257,1166,13334,5069,359,Matt Haberland,0.11018935978358882
scipy,2019Q3,410,83,46.175644028103044,2.1,8.166608416570199,2.0,26.2609756097561,10767,427,2323,21658,10638,748,397,82,46.16705882352941,2.0,8.272691446010056,2.0,26.513853904282115,10526,425,2303,21174,10429,723,Matt Haberland,0.11018935978358882
scipy,2019Q4,293,73,53.00714285714286,2.416666666666667,5.292179944332107,3.0,32.63481228668942,9562,560,1004,15993,10548,868,273,72,52.899817850637525,2.541666666666667,5.378409940852863,3.0,34.48717948717949,9415,549,982,15471,10229,845,Matt Haberland,0.11018935978358882
scipy,2020Q1,360,68,48.441108545034645,2.0,4.112395768420004,1.0,13.702777777777778,4933,433,599,12761,9023,1372,342,67,48.60900473933649,1.7647058823529411,3.9945993127132926,1.0,13.783625730994151,4714,422,559,12144,8848,1343,Matt Haberland,0.11018935978358882
scipy,2020Q2,450,80,47.474137931034484,2.0588235294117645,6.680209405703217,2.0,18.08222222222222,8137,464,1253,17548,12625,843,423,79,47.05882352941177,2.0,6.903974248725115,2.0,18.17966903073286,7690,425,1166,16666,11498,791,Matt Haberland,0.11018935978358882
scipy,2020Q3,229,60,47.45273631840796,2.0,9.075711407613866,2.0,22.895196506550217,5243,201,928,18073,12250,460,224,59,47.122699386503065,2.0,8.382492283245472,2.0,20.571428571428573,4608,163,770,16703,12219,448,Matt Haberland,0.11018935978358882
scipy,2020Q4,267,69,47.691964285714285,2.0,5.409394629334724,2.0,21.99250936329588,5872,224,955,11477,3531,463,241,68,47.66492146596859,2.0,5.537284041092751,2.0,16.42738589211618,3959,191,625,8661,3024,409,Matt Haberland,0.11018935978358882
scipy,2021Q1,309,68,46.37073170731707,2.0,5.598169085994954,4.0,20.56957928802589,6356,410,1110,15141,6128,845,268,67,45.351351351351354,2.0,5.5264287368585165,4.0,18.80223880597015,5039,333,798,11647,5362,740,Matt Haberland,0.11018935978358882
scipy,2021Q2,383,76,48.866156787762904,2.0,5.190616162593551,2.0,21.046997389033944,8061,523,1409,16873,7581,777,300,75,49.18905472636816,2.0,5.294690277166642,2.0,20.083333333333332,6025,402,1051,12285,5094,611,Matt Haberland,0.11018935978358882
scipy,2021Q3,221,70,48.362637362637365,2.6666666666666665,19.04267140023695,2.0,46.244343891402714,10220,637,1656,19540,10797,450,165,69,45.875,2.375,22.031130461756543,2.0,52.64242424242424,8686,432,1389,15531,8990,341,Matt Haberland,0.11018935978358882
scipy,2021Q4,355,80,44.203518063173824,2.4,73.56499143502019,4.0,277.49577464788734,98511,5287,22288,143805,129541,1289,335,79,43.9441125457699,2.343137254901961,77.09001038700934,4.0,291.5731343283582,97677,5189,22102,141611,129167,1243,Matt Haberland,0.11018935978358882
scipy,2022Q1,376,87,48.97361477572559,2.4,5.839068921525181,4.0,24.19148936170213,9096,379,1520,18039,9272,671,244,86,47.699074074074076,2.3333333333333335,4.6197084423158135,3.0,21.62295081967213,5276,216,804,10139,3822,430,Matt Haberland,0.11018935978358882
scipy,2022Q2,319,87,44.27318932655654,2.5227272727272725,15.45654790025368,4.0,28.275862068965516,9020,787,1527,16654,11575,547,263,86,44.14153439153439,2.416666666666667,17.719722569896003,3.0,31.1787072243346,8200,756,1365,15073,11053,449,Matt Haberland,0.11018935978358882
scipy,2022Q3,330,86,53.60796645702306,2.5,7.060471113860862,5.5,23.55151515151515,7772,477,1355,14683,5216,692,237,85,52.747800586510266,2.3076923076923075,7.481416762299451,4.0,25.223628691983123,5978,341,1099,11355,3371,512,Matt Haberland,0.11018935978358882
scipy,2022Q4,310,79,49.0328947368421,2.4,8.26442241634118,5.0,24.36774193548387,7554,456,1480,15330,4923,721,226,78,48.187290969899664,2.5625,8.719399733974642,4.0,25.115044247787612,5676,299,1141,11683,3795,527,Matt Haberland,0.11018935978358882
scipy,2023Q1,346,65,51.02329450915141,3.0,8.621526030417035,4.0,23.979768786127167,8297,601,1357,17372,7141,945,239,64,50.58638743455497,3.0,7.229340728357596,3.0,22.87029288702929,5466,382,940,11979,4496,755,Matt Haberland,0.11018935978358882
scipy,2023Q2,338,85,48.80667838312829,2.761904761904762,5.746685560804458,3.5,24.443786982248522,8262,569,1331,17405,9883,664,276,84,46.19489559164733,2.909090909090909,6.099910965302286,3.0,24.75,6831,431,1148,14166,8161,543,Matt Haberland,0.11018935978358882
scipy,2023Q3,336,88,52.706273764258555,2.0,11.483296224881132,5.0,39.523809523809526,13280,1052,2408,27454,12070,973,287,87,49.78309409888357,2.0,11.452208572023485,5.0,40.397212543554005,11594,627,2089,22719,11384,895,Matt Haberland,0.11018935978358882
scipy,2023Q4,237,52,49.61449275362319,2.0,6.5258567925246345,3.0,26.088607594936708,6183,345,599,13888,9321,981,191,51,50.252252252252255,2.0,4.364787428798912,2.0,27.094240837696336,5175,222,421,11785,8785,901,Matt Haberland,0.11018935978358882
scipy,2024Q1,357,81,53.49016853932584,2.0,6.338952710149475,2.0,18.464985994397757,6592,712,1078,17574,10951,666,311,80,50.24728260869565,2.0,6.759992990162557,2.0,13.784565916398714,4287,368,668,12015,5923,570,Matt Haberland,0.11018935978358882
scipy,2024Q2,476,80,51.50474383301708,2.0,6.022051151951919,3.0,23.939075630252102,11395,527,1646,27432,23748,1412,341,79,48.257234726688104,1.8888888888888888,5.825990095342447,2.0,23.50733137829912,8016,311,1052,18033,18265,999,Matt Haberland,0.11018935978358882
scipy,2024Q3,516,75,52.347049269085005,2.0,8.331300030642746,3.0,34.548449612403104,17827,1847,3511,48946,28663,1258,457,74,48.19764705882353,1.90625,6.405626575490822,2.0,25.522975929978116,11664,850,2027,37255,25303,1098,Matt Haberland,0.11018935978358882
scipy,2024Q4,419,75,51.48792884371029,2.357142857142857,13.272854700699517,4.0,41.04057279236277,17196,787,2524,32581,14603,1142,312,74,49.30365296803653,2.0,5.7881860014511535,3.0,20.91346153846154,6525,438,1105,16460,10197,861,Matt Haberland,0.11018935978358882
scipy,2025Q1,389,73,53.213822894168466,2.2,4.265215950543537,4.0,18.18508997429306,7074,463,987,16738,8980,1040,306,72,50.82165605095541,2.2,4.03100087095822,3.0,15.34640522875817,4696,314,570,12413,7371,818,Matt Haberland,0.11018935978358882
scipy,2025Q2,417,62,57.26966292134831,1.8030769230769232,18.79410316634395,2.0,31.7242206235012,13229,1780,2487,29030,15489,767,386,61,57.275028768699656,1.7207792207792207,20.381055706688805,2.0,33.10880829015544,12780,1738,2442,27792,14806,694,Matt Haberland,0.11018935978358882
scipy,2025Q3,236,69,55.7022696929239,2.0,5.10275489684113,4.0,27.639830508474578,6523,749,843,17731,9442,708,224,68,55.63453815261044,2.0,5.159377095890635,4.0,28.21875,6321,747,804,17367,9210,673,Matt Haberland,0.11018935978358882
scipy,2025Q4,400,56,54.1623246492986,2.0277777777777777,3.600909707576139,2.0,15.8875,6355,499,770,18185,10565,794,301,55,51.90415335463259,2.0,3.626424607207616,1.0,14.548172757475083,4379,313,577,11089,5642,578,Matt Haberland,0.11018935978358882
scipy,2026Q1,358,68,57.45575692963752,2.0,7.714605710835617,4.0,46.770949720670394,16744,1876,2917,36385,26353,1326,268,67,56.64549938347719,2.0,9.347349346426734,3.0,50.4365671641791,13517,1622,2507,27525,20889,1015,Matt Haberland,0.11018935978358882
scipy,2026Q2,319,67,54.7454954954955,1.5,10.083989429372622,2.0,20.570532915360502,6562,444,1081,14603,13033,806,318,66,54.228028503562946,1.5,10.113835538045155,2.0,20.61320754716981,6555,421,1080,14572,12989,805,Matt Haberland,0.11018935978358882
scikit-learn,2014Q1,405,59,44.81818181818182,1.8571428571428572,3.5521958172489922,2.0,9.955555555555556,4032,198,629,10237,5501,813,405,59,44.81818181818182,1.8571428571428572,3.5521958172489922,2.0,9.955555555555556,4032,198,629,10237,5501,813,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2014Q2,347,60,47.29527559055118,2.0,3.935611293590054,2.0,13.302593659942364,4616,254,743,12595,6173,751,347,60,47.29527559055118,2.0,3.935611293590054,2.0,13.302593659942364,4616,254,743,12595,6173,751,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2014Q3,538,66,42.3141592920354,2.0,5.455624491197994,3.0,23.302973977695167,12537,678,2052,26010,22044,1169,538,66,42.3141592920354,2.0,5.455624491197994,3.0,23.302973977695167,12537,678,2052,26010,22044,1169,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2014Q4,449,60,46.1343669250646,2.0,4.8559315618434065,3.0,15.351893095768375,6893,387,1114,13648,6101,799,449,60,46.1343669250646,2.0,4.8559315618434065,3.0,15.351893095768375,6893,387,1114,13648,6101,799,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2015Q1,388,70,44.94510739856802,2.0,7.3515211816920045,3.0,19.68041237113402,7636,419,1325,17845,10540,962,388,70,44.94510739856802,2.0,7.3515211816920045,3.0,19.68041237113402,7636,419,1325,17845,10540,962,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2015Q2,289,61,44.656,2.0,3.91238242402761,4.0,30.79584775086505,8900,500,1911,19308,6797,772,289,61,44.656,2.0,3.91238242402761,4.0,30.79584775086505,8900,500,1911,19308,6797,772,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2015Q3,315,68,45.60079051383399,2.0,4.279176082178244,2.0,21.546031746031748,6787,506,1114,14484,7023,704,315,68,45.60079051383399,2.0,4.279176082178244,2.0,21.546031746031748,6787,506,1114,14484,7023,704,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2015Q4,331,98,45.293577981651374,1.5,3.3825876732207534,1.0,10.117824773413897,3349,218,565,7778,5138,788,331,98,45.293577981651374,1.5,3.3825876732207534,1.0,10.117824773413897,3349,218,565,7778,5138,788,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2016Q1,165,54,46.30927835051546,1.8888888888888888,3.591159700672975,1.0,10.23030303030303,1688,194,307,5723,3192,302,164,53,46.575268817204304,1.7444444444444445,3.58602124561946,1.0,10.073170731707316,1652,186,301,5615,3177,299,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2016Q2,109,66,41.78378378378378,2.0,3.7517130079118384,2.0,18.71559633027523,2040,74,396,5699,2239,268,109,66,41.78378378378378,2.0,3.7517130079118384,2.0,18.71559633027523,2040,74,396,5699,2239,268,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2016Q3,251,85,49.08095238095238,1.8,2.727266335756631,3.0,22.768924302788843,5715,420,939,12053,5485,572,251,85,49.08095238095238,1.8,2.727266335756631,3.0,22.768924302788843,5715,420,939,12053,5485,572,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2016Q4,163,95,44.75949367088607,2.0,3.423874504373812,2.0,17.012269938650306,2773,158,412,7025,4485,524,163,95,44.75949367088607,2.0,3.423874504373812,2.0,17.012269938650306,2773,158,412,7025,4485,524,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2017Q1,110,76,47.73170731707317,2.0,3.3662029350409632,1.0,15.745454545454546,1732,82,252,4838,1888,248,102,75,48.53333333333333,2.0,3.27647624541564,1.0,15.892156862745098,1621,75,242,4494,1835,234,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2017Q2,197,95,46.822429906542055,2.0,3.0558768781855408,3.0,21.563451776649746,4248,107,504,10652,8317,743,182,94,47.01234567901235,1.7419354838709677,2.8713610579939033,2.0,15.593406593406593,2838,81,373,8289,7679,647,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2017Q3,178,67,51.10752688172043,2.0,3.58855680740924,2.0,22.792134831460675,4057,186,770,9035,6262,517,175,66,51.10752688172043,2.0,3.589361715991037,2.0,23.097142857142856,4042,186,765,9006,6259,513,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2017Q4,154,82,49.22222222222222,2.4891304347826084,4.491702721340332,2.0,13.987012987012987,2154,117,389,6419,2272,303,151,81,48.91919191919192,2.3333333333333335,4.153394732510231,2.0,12.95364238410596,1956,99,348,5577,2264,294,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2018Q1,132,66,45.437869822485204,2.0,5.600056533390177,4.0,23.113636363636363,3051,169,512,10713,4792,408,129,65,45.541666666666664,2.0,5.638934916549268,4.0,22.891472868217054,2953,168,497,10360,4597,402,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2018Q2,157,84,48.50964467005076,2.076923076923077,6.52320371691682,3.0,51.99363057324841,8163,985,1637,18782,22819,466,148,83,48.4917864476386,2.0,6.701573958545363,3.0,53.527027027027025,7922,974,1593,18135,22583,433,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2018Q3,283,87,47.83216127519925,2.5714285714285716,10.372293606262238,5.0,72.87985865724382,20625,2133,3953,33288,14757,1042,273,86,47.83896713615024,2.5669642857142856,10.617007175456273,5.0,75.0915750915751,20500,2130,3936,32848,14608,1018,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2018Q4,173,75,51.7060606060606,2.085144927536232,3.6641073183925887,4.0,20.55491329479769,3556,330,535,8371,8141,761,173,75,51.7060606060606,2.085144927536232,3.6641073183925887,4.0,20.55491329479769,3556,330,535,8371,8141,761,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2019Q1,216,92,47.81911262798635,2.0,4.213281434842195,3.5,26.421296296296298,5707,293,830,14973,7559,1014,214,91,47.65743944636678,2.0,4.212851977939764,3.0,26.50467289719626,5672,289,825,14865,7531,1009,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2019Q2,243,91,46.11443661971831,2.0,7.684329780439502,2.0,32.69135802469136,7944,568,1323,19767,27000,889,209,90,46.87619047619047,2.0,7.884529344692683,2.0,33.51196172248804,7004,525,1167,17647,21875,679,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2019Q3,312,127,46.26271186440678,3.0,5.509092165865826,4.0,30.403846153846153,9486,472,1686,24367,10970,1134,295,126,46.09068627450981,2.625,5.367628628069427,4.0,28.12542372881356,8297,408,1497,21774,10190,1090,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2019Q4,349,133,44.468913857677904,2.1607142857142856,29.0935558040825,5.0,204.1002865329513,71231,4005,17151,98650,94870,1369,330,132,44.35007571933367,2.0277777777777777,30.46844998735869,4.5,213.2969696969697,70388,3962,16981,96548,93626,1300,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2020Q1,260,112,47.50889679715303,2.5,4.028710337168628,6.0,31.465384615384615,8181,281,788,16802,9140,826,249,111,47.75875486381323,2.5,3.7388912207754825,6.0,30.815261044176708,7673,257,685,15505,8044,800,Guillaume Lemaitre,0.042100320838876285
scikit-learn,2020Q2,351,136,49.423469387755105,2.0,3.6634722096476233,6.0,21.943019943019944,7702,196,766,16621,10904,1137,344,135,49.40721649484536,2.0,3.679164802121242,6.0,21.808139534883722,7502,194,741,16074,10692,1125,Guillaume Lemaitre,0.042100320838876285
