name,found,repository_url,downloads,stargazers_count,forks_count,subscribers_count,open_issues_count,total_committers,total_commits,archived
sbomconvert,True,https://github.com/anthonyharrison/sbomconvert,4451.0,3.0,0.0,1.0,0.0,,,False
cht-cyclones,True,,252.0,3.0,0.0,3.0,2.0,6.0,20.0,False
yandex-taxidwh-gptransfer-client,True,,278.0,,,,,,,
bp-condenser-postgresql,True,,517.0,,,,,,,
djoser-decacoaching,True,https://github.com/hisie/djoser,20.0,0.0,0.0,0.0,0.0,,,False
xagpy,True,https://github.com/dropalways/xagpy,24.0,1.0,0.0,1.0,0.0,,,True
mategenair,True,https://github.com/me/spam,28.0,,,,,,,
aws-recommendation-a14,True,,20.0,,,,,,,
tgateway,True,https://github.com/deus-developer/tgateway,12.0,3.0,0.0,1.0,1.0,,,False
mcal-ai-langgraph,True,https://github.com/Shivakoreddi/mcal-ai,607.0,,,,,,,
aiqtoolkit-mem0ai,True,https://github.com/NVIDIA/NeMo-Agent-Toolkit,457.0,2606.0,748.0,31.0,36.0,,,False
pysae-cli-tools,True,https://gitlab.com/pysae/tools/cli-tools,,,,,,,,
