name,found,repository_url,downloads,stargazers_count,forks_count,subscribers_count,open_issues_count,total_committers,total_commits,archived
proto-plus,True,https://github.com/googleapis/google-cloud-python,321929135.0,5378.0,1757.0,283.0,524.0,506.0,36161.0,False
protobuf,True,,754597778.0,,,,,,,
psutil,True,https://github.com/giampaolo/psutil,327588898.0,11271.0,1507.0,225.0,257.0,214.0,5580.0,False
psycopg,True,https://github.com/psycopg/psycopg,133837372.0,2482.0,269.0,28.0,71.0,58.0,2950.0,False
psycopg-binary,True,https://github.com/psycopg/psycopg,122010912.0,2478.0,268.0,28.0,78.0,58.0,2950.0,False
psycopg-pool,True,https://github.com/psycopg/psycopg,38626119.0,2482.0,269.0,28.0,71.0,58.0,2950.0,False
psycopg2,True,https://github.com/psycopg/psycopg2,63093176.0,3653.0,545.0,69.0,28.0,144.0,2765.0,False
psycopg2-binary,True,https://github.com/psycopg/psycopg2,244813332.0,3307.0,501.0,69.0,28.0,136.0,2734.0,False
psycopg2cffi,True,https://github.com/chtd/psycopg2cffi,11553.0,174.0,42.0,12.0,46.0,,,False
ptyprocess,True,https://github.com/pexpect/ptyprocess,149997241.0,241.0,74.0,13.0,21.0,17.0,108.0,False
pure-eval,True,https://github.com/alexmojaki/pure_eval,112104227.0,50.0,18.0,4.0,3.0,8.0,80.0,False
py,True,https://github.com/pytest-dev/py,53731608.0,72.0,104.0,15.0,16.0,67.0,2439.0,False
py-bcrypt,True,,37782.0,,,,,,,
py-cpuinfo,True,https://github.com/workhorsy/py-cpuinfo,24777179.0,343.0,66.0,10.0,50.0,20.0,641.0,False
py-gfm,True,https://github.com/zopieux/py-gfm,88021.0,70.0,13.0,2.0,6.0,,,True
pyaes,True,https://github.com/ricmoo/pyaes,3788323.0,472.0,143.0,19.0,30.0,5.0,28.0,False
pyalsaaudio,True,https://github.com/larsimmisch/pyalsaaudio,24061.0,227.0,74.0,12.0,8.0,21.0,153.0,False
pyaml,True,https://github.com/mk-fg/pretty-yaml,7557024.0,133.0,30.0,11.0,0.0,11.0,90.0,False
pyaml-env,True,https://github.com/mkaranasou/pyaml_env,177379.0,99.0,16.0,1.0,7.0,7.0,51.0,False
pyannote-audio,True,https://github.com/pyannote/pyannote-audio,2173253.0,10443.0,1097.0,82.0,34.0,50.0,2138.0,False
pyarrow,True,https://github.com/apache/arrow,385159975.0,17086.0,4277.0,345.0,2591.0,1249.0,17076.0,False
pyasn1,True,https://github.com/pyasn1/pyasn1,483306900.0,53.0,38.0,5.0,35.0,,,False
pyasn1-modules,True,https://github.com/pyasn1/pyasn1-modules,397278291.0,9.0,9.0,2.0,6.0,,,False
pyatv,True,https://github.com/postlund/pyatv,148275.0,1168.0,141.0,24.0,252.0,45.0,1686.0,False
pyaudio,True,,1329819.0,,,,,,,
pyav,True,https://github.com/basswood-io/PyAV,72564.0,10.0,2.0,4.0,0.0,,,False
pybase16384,True,https://github.com/synodriver/pybase16384,18390.0,7.0,1.0,2.0,1.0,2.0,49.0,False
pybind11,True,https://github.com/pybind/pybind11,27022767.0,17998.0,2317.0,245.0,712.0,375.0,2695.0,False
pycld2,True,https://github.com/aboSamoor/pycld2,823128.0,179.0,64.0,6.0,39.0,5.0,60.0,False
pyclipper,True,https://github.com/fonttools/pyclipper,10915053.0,261.0,45.0,11.0,24.0,16.0,186.0,False
pycocotools,True,https://github.com/ppwwyyxx/cocoapi,4610678.0,171.0,57.0,4.0,8.0,22.0,214.0,False
pycodestyle,True,https://github.com/PyCQA/pycodestyle,69667534.0,5165.0,756.0,108.0,105.0,141.0,1142.0,False
pycountry,True,https://github.com/pycountry/pycountry,35198201.0,969.0,140.0,10.0,32.0,31.0,465.0,False
pycparser,True,https://github.com/eliben/pycparser,952751032.0,3563.0,646.0,87.0,31.0,85.0,508.0,False
pycrypto,True,,9079426.0,,,,,,,
pycryptodome,True,https://github.com/Legrandin/pycryptodome,86583252.0,3251.0,565.0,63.0,92.0,161.0,2795.0,False
pycryptodomex,True,https://github.com/Legrandin/pycryptodome,55925383.0,3262.0,570.0,63.0,95.0,161.0,2795.0,False
pycurl,True,https://github.com/pycurl/pycurl,4574361.0,1046.0,306.0,45.0,11.0,102.0,2843.0,False
pydantic,True,https://github.com/pydantic/pydantic,987171167.0,28734.0,2931.0,169.0,579.0,597.0,3261.0,False
pydantic-ai-slim,True,https://github.com/pydantic/pydantic-ai,83960867.0,19725.0,2642.0,122.0,796.0,,,False
pydantic-core,True,https://github.com/pydantic/pydantic,926653885.0,28684.0,2909.0,165.0,578.0,597.0,3261.0,False
pydantic-factories,True,https://github.com/starlite-api/pydantic-factories,170245.0,16.0,1.0,1.0,0.0,28.0,273.0,True
pydantic-settings,True,https://github.com/pydantic/pydantic-settings,436366279.0,1436.0,181.0,9.0,37.0,26.0,92.0,False
pydot,True,https://github.com/pydot/pydot,19816970.0,1000.0,177.0,26.0,56.0,23.0,238.0,False
pydruid,True,https://github.com/druid-io/pydruid,2395041.0,520.0,203.0,53.0,90.0,63.0,236.0,False
pydub,True,,22092393.0,,,,,,,
pyee,True,https://github.com/jfhbrook/pyee,91691225.0,429.0,46.0,11.0,5.0,18.0,323.0,False
pyexcel,True,https://github.com/pyexcel/pyexcel,2069877.0,1291.0,171.0,41.0,11.0,24.0,1856.0,False
pyexcel-xlsx,True,https://github.com/pyexcel/pyexcel-xlsx,1206020.0,121.0,34.0,6.0,3.0,5.0,246.0,False
pyexecjs,True,https://github.com/doloopwhile/PyExecJS,278897.0,686.0,111.0,25.0,10.0,,,True
pyfiglet,True,https://github.com/pwaller/pyfiglet,6529771.0,1583.0,158.0,22.0,2.0,28.0,195.0,False
pyflakes,True,https://github.com/PyCQA/pyflakes,54233253.0,1458.0,187.0,26.0,60.0,86.0,508.0,False
pyfreerdp,True,,2657.0,,,,,,,
pygame,True,https://github.com/pygame/pygame,2877868.0,8915.0,4183.0,179.0,788.0,357.0,7284.0,False
pygithub,True,https://github.com/pygithub/pygithub,65871398.0,6745.0,1734.0,111.0,317.0,365.0,2022.0,False
pyglet,True,https://github.com/pyglet/pyglet,2801049.0,2211.0,341.0,29.0,35.0,147.0,5430.0,False
pygments,True,https://github.com/pygments/pygments,1088682235.0,2206.0,872.0,39.0,641.0,871.0,5891.0,False
pyhcl,True,https://github.com/virtuald/pyhcl,9365728.0,341.0,57.0,13.0,12.0,22.0,114.0,False
pyhdfs,True,https://github.com/jingw/pyhdfs,6621.0,97.0,23.0,6.0,3.0,1.0,70.0,False
pyhive,True,https://github.com/dropbox/PyHive,6205149.0,1693.0,545.0,57.0,222.0,50.0,179.0,False
pyhocon,True,https://github.com/chimpler/pyhocon,5163120.0,534.0,132.0,10.0,116.0,62.0,449.0,False
pyhttpsig,True,https://github.com/jumpserver-dev/pyhttpsig,231.0,,,,,,,
pyicu,True,,459072.0,30.0,35.0,25.0,0.0,,,False
pyinstaller,True,https://github.com/pyinstaller/pyinstaller,17218194.0,13070.0,2026.0,222.0,289.0,,,False
pyinstaller-hooks-contrib,True,https://github.com/pyinstaller/pyinstaller-hooks-contrib,17262593.0,123.0,144.0,10.0,44.0,102.0,820.0,False
pyjokes,True,https://github.com/pyjokes/pyjokes,176890.0,366.0,93.0,13.0,6.0,29.0,233.0,False
pyjwkest,True,https://github.com/IdentityPython/pyjwkest,392411.0,94.0,60.0,8.0,19.0,34.0,1244.0,False
pykakasi,True,https://codeberg.org/miurahr/pykakasi,1418470.0,0.0,3.0,5.0,0.0,6.0,46.0,False
pylatexenc,True,https://github.com/phfaist/pylatexenc,6042080.0,421.0,53.0,6.0,8.0,14.0,557.0,False
pyldavis,True,https://github.com/bmabey/pyLDAvis,117464.0,1850.0,354.0,43.0,81.0,39.0,242.0,False
pylint,True,https://github.com/pylint-dev/pylint,59599885.0,5720.0,1330.0,72.0,1091.0,630.0,8916.0,False
pyloudnorm,True,https://github.com/csteinmetz1/pyloudnorm,3843572.0,781.0,61.0,13.0,14.0,7.0,92.0,False
pymagnitude-lite,True,https://github.com/neuml/magnitude,2105.0,13.0,1.0,0.0,1.0,,,True
pymatting,True,https://github.com/pymatting/pymatting,2972060.0,1914.0,225.0,38.0,11.0,11.0,142.0,False
pymdown-extensions,True,https://github.com/facelessuser/pymdown-extensions,23710203.0,898.0,245.0,8.0,17.0,47.0,1659.0,False
pymilvus,True,https://github.com/milvus-io/pymilvus,4509442.0,1405.0,454.0,16.0,345.0,124.0,1722.0,False
pymongo,True,https://github.com/mongodb/mongo-python-driver,85807056.0,4354.0,1158.0,226.0,15.0,233.0,5883.0,False
pymsgbox,True,https://github.com/asweigart/pymsgbox,4365008.0,68.0,22.0,10.0,13.0,1.0,40.0,False
pymssql,True,https://github.com/pymssql/pymssql,45664240.0,838.0,310.0,44.0,173.0,50.0,1028.0,False
pymunk,True,https://github.com/viblo/pymunk,320333.0,916.0,187.0,20.0,18.0,21.0,1263.0,False
pymupdf,True,https://github.com/pymupdf/pymupdf,96791287.0,10565.0,788.0,66.0,57.0,77.0,2533.0,False
pymupdf-fonts,True,https://github.com/pymupdf/pymupdf-fonts,138779.0,13.0,3.0,1.0,1.0,,,False
pymupdf4llm,True,https://github.com/pymupdf/pymupdf4llm,24450499.0,2058.0,237.0,17.0,50.0,,,False
pymysql,True,https://github.com/PyMySQL/PyMySQL,95328719.0,7845.0,1442.0,219.0,16.0,136.0,939.0,False
pynacl,True,https://github.com/pyca/pynacl,214514288.0,1205.0,263.0,23.0,57.0,65.0,626.0,False
pynini,True,,266409.0,1552.0,225.0,41.0,26.0,63.0,1010.0,False
pynput,True,https://github.com/moses-palmer/pynput,2168007.0,2167.0,287.0,29.0,202.0,24.0,601.0,False
pyobjc,True,https://github.com/ronaldoussoren/pyobjc,432555.0,813.0,65.0,10.0,91.0,36.0,5259.0,False
pyobjc-framework-applicationservices,True,https://github.com/ronaldoussoren/pyobjc,639280.0,813.0,65.0,10.0,91.0,36.0,5259.0,False
pyobjc-framework-cocoa,True,https://github.com/ronaldoussoren/pyobjc,2480633.0,456.0,39.0,13.0,92.0,36.0,5013.0,False
pyobjc-framework-quartz,True,https://github.com/ronaldoussoren/pyobjc,1759054.0,813.0,65.0,10.0,91.0,36.0,5259.0,False
pyobjc-framework-vision,True,https://github.com/ronaldoussoren/pyobjc,576866.0,813.0,65.0,10.0,91.0,36.0,5259.0,False
pyod,True,https://github.com/yzhao062/pyod,4258252.0,9981.0,1503.0,151.0,239.0,57.0,1479.0,False
pyopencl,True,https://github.com/inducer/pyopencl,141056.0,1150.0,248.0,46.0,82.0,103.0,2877.0,False
pyopenjtalk,True,https://github.com/r9y9/pyopenjtalk,86819.0,258.0,86.0,5.0,30.0,5.0,132.0,False
pyopenssl,True,https://github.com/pyca/pyopenssl,224372127.0,944.0,439.0,50.0,85.0,115.0,1946.0,False
pyotp,True,https://github.com/pyauth/pyotp,37010258.0,3331.0,354.0,51.0,4.0,42.0,196.0,False
pyowm,True,https://github.com/csparpa/pyowm,149969.0,814.0,173.0,34.0,26.0,34.0,925.0,False
pypandoc,True,https://github.com/JessicaTegner/pypandoc,4638698.0,1151.0,119.0,17.0,36.0,68.0,491.0,False
pyparsing,True,https://github.com/pyparsing/pyparsing,358453575.0,2486.0,322.0,22.0,35.0,72.0,1307.0,False
pypdf,True,https://github.com/py-pdf/pypdf,147530178.0,10191.0,1617.0,142.0,133.0,246.0,1638.0,False
pypdf2,True,https://github.com/py-pdf/PyPDF2,20329380.0,10176.0,1617.0,141.0,133.0,246.0,1638.0,False
pypdfium2,True,https://github.com/pypdfium2-team/pypdfium2,66486005.0,822.0,50.0,6.0,2.0,,,False
pyperclip,True,https://github.com/asweigart/pyperclip,78212046.0,1843.0,221.0,33.0,136.0,34.0,159.0,False
pypinyin,True,https://github.com/mozillazg/python-pinyin,1936645.0,5359.0,628.0,94.0,45.0,27.0,655.0,False
pyqt-fluent-widgets,True,https://github.com/zhiyiYo/PyQt-Fluent-Widgets,15720.0,3717.0,323.0,26.0,27.0,10.0,498.0,False
pyqt5,True,,2394894.0,,,,,,,
pyqt6,True,,2565862.0,,,,,,,
pyqt6-qt6,True,,2416188.0,,,,,,,
pyqt6-sip,True,https://github.com/Python-SIP/sip,2446271.0,16.0,3.0,1.0,19.0,,,False
pyqtwebengine,True,,257169.0,,,,,,,
pyquery,True,https://github.com/gawel/pyquery,2359168.0,2377.0,187.0,58.0,60.0,53.0,408.0,False
pyramid-arima,True,https://github.com/tgsmith61591/pyramid,535.0,1660.0,244.0,34.0,67.0,23.0,860.0,False
pyre-extensions,True,,1889288.0,,,,,,,
pyreadline3,True,https://github.com/pyreadline3/pyreadline3,4339560.0,70.0,13.0,3.0,19.0,10.0,236.0,False
pyric,True,https://github.com/wraith-wireless/pyric,379898.0,97.0,52.0,7.0,27.0,,,False
pyright,True,https://github.com/RobertCraigie/pyright-python,37877416.0,277.0,29.0,5.0,23.0,15.0,285.0,False
pyrootutils,True,https://github.com/ashleve/pyrootutils,460452.0,172.0,4.0,1.0,0.0,4.0,40.0,False
pyroute2,True,https://github.com/svinota/pyroute2,1205943.0,1063.0,274.0,41.0,166.0,171.0,4521.0,False
pyrsistent,True,https://github.com/tobgu/pyrsistent,29979514.0,2200.0,169.0,34.0,38.0,69.0,595.0,False
pyscreeze,True,https://github.com/asweigart/pyscreeze,2449816.0,214.0,104.0,8.0,84.0,15.0,99.0,False
pyserial,True,https://github.com/pyserial/pyserial,16525384.0,3566.0,1163.0,126.0,341.0,80.0,1059.0,False
pyside6,True,,3526705.0,,,,,,,
pyside6-addons,True,,4109703.0,,,,,,,
pyside6-essentials,True,,4332995.0,,,,,,,
pysnmp,True,https://github.com/lextudio/pysnmp,1497531.0,157.0,47.0,11.0,31.0,36.0,1984.0,False
pysocks,True,https://github.com/Anorov/PySocks,53275616.0,1279.0,267.0,47.0,64.0,33.0,182.0,False
pysoundfile,True,https://github.com/bastibe/PySoundFile,40024.0,14.0,1.0,2.0,0.0,,,False
pyspellchecker,True,https://github.com/barrust/pyspellchecker,2909629.0,678.0,98.0,8.0,6.0,10.0,105.0,False
pystache,True,https://github.com/PennyDreadfulMTG/pystache,3962988.0,19.0,6.0,2.0,2.0,,,False
pystaticconfiguration,True,https://github.com/dnephin/PyStaticConfiguration,99901.0,64.0,28.0,2.0,14.0,,,False
pystray,True,https://github.com/moses-palmer/pystray,1103680.0,571.0,70.0,7.0,40.0,11.0,345.0,False
pytablewriter,True,https://github.com/thombashi/pytablewriter,17713878.0,630.0,48.0,18.0,10.0,9.0,1989.0,False
pytdx,True,https://github.com/rainx/pytdx,71603.0,1553.0,1044.0,4.0,49.0,,,True
pyte,True,https://github.com/selectel/pyte,4549550.0,749.0,120.0,41.0,59.0,35.0,381.0,False
pytelegrambotapi,True,https://github.com/eternnoir/pyTelegramBotAPI,1166223.0,8773.0,2152.0,232.0,6.0,228.0,1682.0,False
pytesseract,True,https://github.com/madmaze/pytesseract,20508377.0,6382.0,749.0,105.0,21.0,47.0,496.0,False
pytest,True,https://github.com/pytest-dev/pytest,998007249.0,11329.0,2494.0,191.0,855.0,977.0,11655.0,False
pytest-asyncio,True,https://github.com/pytest-dev/pytest-asyncio,253552721.0,1659.0,200.0,35.0,51.0,63.0,853.0,False
pytest-benchmark,True,https://github.com/ionelmc/pytest-benchmark,11492531.0,1448.0,136.0,18.0,119.0,46.0,1024.0,False
pytest-cov,True,https://github.com/pytest-dev/pytest-cov,213718031.0,2059.0,243.0,40.0,170.0,94.0,880.0,False
pytest-docker-pexpect,True,https://github.com/nvbn/pytest-docker-pexpect,6726.0,30.0,0.0,2.0,4.0,,,False
pytest-dotenv,True,https://github.com/quiqua/pytest-dotenv,4832897.0,210.0,20.0,1.0,14.0,,,True
pytest-flask,True,https://github.com/pytest-dev/pytest-flask,1279261.0,476.0,87.0,11.0,13.0,39.0,298.0,False
pytest-forked,True,https://github.com/pytest-dev/pytest-forked,6331509.0,81.0,28.0,10.0,19.0,17.0,102.0,False
pytest-mock,True,https://github.com/pytest-dev/pytest-mock,92134563.0,2039.0,168.0,35.0,9.0,75.0,486.0,False
pytest-pep8,True,https://bitbucket.org/pytest-dev/pytest-pep8,346348.0,,,,,,,
pytest-regressions,True,https://github.com/ESSS/pytest-regressions,1182224.0,220.0,48.0,14.0,21.0,25.0,173.0,False
pytest-rerunfailures,True,https://github.com/pytest-dev/pytest-rerunfailures,43651253.0,472.0,101.0,24.0,42.0,54.0,381.0,False
pytest-runner,True,https://github.com/pytest-dev/pytest-runner,25606620.0,56.0,22.0,20.0,0.0,,,True
pytest-services,True,https://github.com/pytest-dev/pytest-services,12494.0,65.0,12.0,30.0,9.0,12.0,115.0,False
pytest-xdist,True,https://github.com/pytest-dev/pytest-xdist,138849045.0,1470.0,232.0,54.0,270.0,102.0,832.0,False
python-bidi,True,https://github.com/MeirKriheli/python-bidi,10670445.0,126.0,26.0,4.0,2.0,6.0,208.0,False
python-binance,True,https://github.com/sammchardy/python-binance,530115.0,7205.0,2267.0,218.0,533.0,179.0,927.0,False
python-bittrex,True,https://github.com/ericsomdahl/python-bittrex,19942.0,578.0,272.0,63.0,44.0,,,False
python-cas,True,https://github.com/python-cas/python-cas,115555.0,100.0,49.0,6.0,5.0,20.0,106.0,False
python-coveralls,True,https://github.com/z4r/python-coveralls,166982.0,224.0,86.0,8.0,23.0,,,False
python-daemon,True,,14843759.0,,,,,,,
python-dateutil,True,https://github.com/dateutil/dateutil,1038520630.0,2631.0,571.0,40.0,475.0,138.0,1130.0,False
python-docx,True,https://github.com/python-openxml/python-docx,101383282.0,5695.0,1301.0,136.0,512.0,14.0,979.0,False
python-dotenv,True,https://github.com/theskumar/python-dotenv,708545924.0,8868.0,571.0,40.0,111.0,102.0,362.0,False
python-editor,True,https://github.com/fmoo/python-editor,2664426.0,88.0,53.0,6.0,12.0,9.0,43.0,False
python-hcl2,True,https://github.com/amplify-education/python-hcl2,7563624.0,316.0,66.0,24.0,12.0,22.0,186.0,False
python-igraph,True,https://github.com/igraph/python-igraph,511581.0,1460.0,269.0,29.0,67.0,80.0,2680.0,False
python-jose,True,https://github.com/mpdavis/python-jose,37311755.0,1757.0,268.0,26.0,121.0,49.0,538.0,False
python-json-logger,True,https://github.com/nhairs/python-json-logger,102612383.0,267.0,18.0,7.0,8.0,,,False
python-ldap,True,https://github.com/python-ldap/python-ldap,3347131.0,440.0,136.0,20.0,77.0,38.0,915.0,False
python-levenshtein,True,https://github.com/rapidfuzz/python-Levenshtein,11410258.0,126.0,5.0,3.0,2.0,,,False
python-lsp-server,True,https://github.com/python-lsp/python-lsp-server,1785796.0,2590.0,248.0,14.0,172.0,130.0,487.0,False
python-magic,True,https://github.com/ahupp/python-magic,34627574.0,2917.0,304.0,45.0,27.0,64.0,279.0,False
python-magic-bin,True,https://github.com/julian-r/python-magic,250480.0,33.0,6.0,2.0,3.0,,,False
python-multipart,True,https://github.com/Kludex/python-multipart,386347590.0,531.0,92.0,11.0,12.0,26.0,189.0,False
python-pptx,True,https://github.com/scanny/python-pptx,64003855.0,3498.0,732.0,78.0,534.0,11.0,2112.0,False
python-ptrace,True,https://github.com/vstinner/python-ptrace,21948.0,203.0,56.0,15.0,23.0,,,False
python-redis-lock,True,https://github.com/ionelmc/python-redis-lock,1147511.0,513.0,74.0,10.0,23.0,,,False
python-slugify,True,https://github.com/un33k/python-slugify,76767207.0,1624.0,134.0,29.0,17.0,,,False
python-socketio,True,https://github.com/miguelgrinberg/python-socketio,27983433.0,3990.0,586.0,60.0,11.0,73.0,605.0,False
python-socks,True,https://github.com/romis2012/python-socks,6891161.0,126.0,31.0,2.0,0.0,5.0,108.0,False
python-speech-features,True,https://github.com/jameslyons/python_speech_features,104916.0,2423.0,608.0,83.0,25.0,,,False
python-telegram-bot,True,https://github.com/python-telegram-bot/python-telegram-bot,26068169.0,29437.0,6143.0,598.0,41.0,195.0,2384.0,False
python-twitter,True,https://github.com/bear/python-twitter,87796.0,3403.0,932.0,4.0,102.0,,,True
python3-saml,True,https://github.com/SAML-Toolkits/python3-saml,8752652.0,756.0,304.0,46.0,55.0,85.0,515.0,False
pythonz-bd,True,https://github.com/berdario/pythonz,1276.0,2.0,4.0,1.0,2.0,,,False
pytorch-lightning,True,https://github.com/Lightning-AI/lightning,12084783.0,31316.0,3789.0,259.0,1078.0,937.0,9931.0,False
pytorch-warmup,True,https://github.com/Tony-Y/pytorch_warmup,31351.0,410.0,24.0,4.0,0.0,1.0,32.0,False
pytrends,True,https://github.com/dreyco676/pytrends,1392595.0,3729.0,888.0,6.0,152.0,87.0,511.0,True
pytube,True,https://github.com/pytube/pytube,3483662.0,13169.0,2491.0,195.0,769.0,109.0,1253.0,False
pytweening,True,https://github.com/asweigart/pytweening,2496900.0,128.0,16.0,7.0,4.0,5.0,31.0,False
pytz,True,https://github.com/stub42/pytz,491736424.0,394.0,107.0,14.0,37.0,20.0,598.0,False
pytzdata,True,https://github.com/sdispater/pytzdata,15534319.0,19.0,20.0,4.0,10.0,2.0,43.0,False
pyvmomi,True,https://github.com/vmware/pyvmomi,1966962.0,2317.0,765.0,179.0,310.0,55.0,323.0,False
pywebview,True,https://github.com/r0x0r/pywebview,2191360.0,4330.0,515.0,63.0,27.0,136.0,1707.0,False
pywin32-ctypes,True,https://github.com/enthought/pywin32-ctypes,12386629.0,23.0,11.0,20.0,14.0,9.0,483.0,False
pywinauto,True,https://github.com/pywinauto/pywinauto,2204716.0,,,,,,,
pywinrm,True,https://github.com/diyan/pywinrm,4476935.0,1138.0,274.0,48.0,54.0,31.0,260.0,False
pywinstyles,True,https://github.com/Akascape/py-window-styles,7083.0,588.0,34.0,9.0,13.0,2.0,91.0,False
pyyaml,True,https://github.com/yaml/pyyaml,1072244874.0,2941.0,601.0,51.0,363.0,42.0,324.0,False
pyzipper,True,https://github.com/danifus/pyzipper,8500506.0,145.0,24.0,4.0,14.0,4.0,83.0,False
pyzmq,True,https://github.com/zeromq/pyzmq,98690610.0,4165.0,666.0,100.0,57.0,203.0,2767.0,False
pyzstd,True,https://github.com/Rogdham/pyzstd,8274623.0,48.0,8.0,3.0,1.0,,,False
qdarkstyle,True,https://github.com/ColinDuquesnoy/QDarkStyleSheet,191534.0,3086.0,744.0,84.0,56.0,44.0,814.0,False
qdrant-client,True,https://github.com/qdrant/qdrant-client,15402769.0,1353.0,284.0,7.0,213.0,,,False
qianfan,True,https://github.com/baidubce/bce-qianfan-sdk,169529.0,383.0,61.0,29.0,28.0,25.0,747.0,False
qq-botpy,True,https://github.com/tencent-connect/botpy,267212.0,856.0,126.0,8.0,52.0,15.0,203.0,False
qrcode,True,https://github.com/lincolnloop/python-qrcode,29706308.0,4937.0,742.0,123.0,55.0,57.0,334.0,False
qtconsole,True,https://github.com/spyder-ide/qtconsole,2918131.0,439.0,202.0,20.0,118.0,136.0,1509.0,False
qtpy,True,https://github.com/spyder-ide/qtpy,3073592.0,1102.0,163.0,30.0,38.0,72.0,867.0,False
querystring-parser,True,https://github.com/bernii/querystring-parser,4719947.0,144.0,42.0,9.0,5.0,17.0,43.0,False
questionary,True,https://github.com/tmbo/questionary,22932417.0,2170.0,117.0,18.0,67.0,44.0,475.0,False
ragas,True,https://github.com/vibrantlabsai/ragas,1408108.0,15648.0,1683.0,61.0,592.0,,,False
rake-nltk,True,https://github.com/csurfer/rake-nltk,248290.0,1083.0,151.0,28.0,26.0,,,False
rapidfuzz,True,https://github.com/rapidfuzz/RapidFuzz,147727211.0,2350.0,108.0,24.0,25.0,22.0,573.0,False
rapidocr-onnxruntime,True,https://github.com/RapidAI/RapidOCR,3286049.0,7704.0,720.0,59.0,23.0,12.0,916.0,False
ray,True,https://github.com/ray-project/ray,38028187.0,33648.0,5717.0,473.0,4171.0,1116.0,22694.0,False
rcssmin,True,https://github.com/ndparker/rcssmin,3319661.0,61.0,12.0,1.0,0.0,2.0,89.0,False
readability-lxml,True,,2192494.0,2894.0,352.0,91.0,37.0,44.0,177.0,False
readchar,True,https://github.com/magmax/python-readchar,17669696.0,180.0,54.0,6.0,16.0,26.0,228.0,False
realesrgan,True,https://github.com/xinntao/Real-ESRGAN,166572.0,36665.0,4457.0,256.0,646.0,12.0,131.0,False
rebrowser-playwright,True,https://github.com/rebrowser/rebrowser-playwright-python,103969.0,82.0,8.0,3.0,0.0,1.0,3.0,False
recipe-scrapers,True,https://github.com/hhursev/recipe-scrapers,80699.0,2213.0,670.0,33.0,131.0,151.0,971.0,False
redis,True,https://github.com/redis/redis-py,225995255.0,13627.0,2728.0,314.0,80.0,450.0,2117.0,False
redshift-connector,True,https://github.com/aws/amazon-redshift-python-driver,50454906.0,197.0,69.0,12.0,19.0,20.0,276.0,False
referencing,True,https://github.com/python-jsonschema/referencing,496692970.0,54.0,26.0,2.0,26.0,4.0,465.0,False
regex,True,https://github.com/mrabarnett/mrab-regex,457869320.0,596.0,72.0,9.0,79.0,9.0,443.0,False
reme-ai,True,https://github.com/agentscope-ai/ReMe,642242.0,3364.0,293.0,19.0,23.0,,,False
replicate,True,https://github.com/replicate/replicate-python,1458842.0,911.0,274.0,37.0,72.0,19.0,274.0,False
reportlab,True,,80848733.0,,,,,,,
requests,True,https://github.com/psf/requests,1497444432.0,54279.0,10119.0,1316.0,235.0,742.0,4733.0,False
requests-aws4auth,True,https://github.com/tedder/requests-aws4auth,48360233.0,190.0,64.0,3.0,21.0,21.0,129.0,False
requests-cache,True,https://github.com/requests-cache/requests-cache,9671357.0,1269.0,137.0,15.0,28.0,54.0,987.0,False
requests-futures,True,https://github.com/ross/requests-futures,4580038.0,2219.0,158.0,42.0,1.0,29.0,77.0,False
requests-oauthlib,True,https://github.com/requests/requests-oauthlib,303790432.0,1775.0,432.0,44.0,128.0,123.0,466.0,False
requests-toolbelt,True,https://github.com/requests/toolbelt,239826465.0,1039.0,194.0,16.0,94.0,73.0,471.0,False
rerun-sdk,True,https://github.com/rerun-io/rerun,2540068.0,11360.0,830.0,74.0,1274.0,74.0,5120.0,False
resampy,True,https://github.com/bmcfee/resampy,3004874.0,282.0,35.0,9.0,5.0,9.0,214.0,False
resemble-perth,True,https://github.com/resemble-ai/Perth,238684.0,533.0,48.0,9.0,12.0,,,False
resize-right,True,https://github.com/assafshocher/ResizeRight,145258.0,566.0,52.0,12.0,3.0,,,False
rest-condition,True,https://github.com/caxap/rest_condition,99785.0,279.0,30.0,7.0,7.0,,,False
restricted-pkg-ext,True,https://github.com/rbarrois/restricted_pkg,52.0,10.0,3.0,2.0,1.0,,,True
retry,True,https://github.com/invl/retry,33780292.0,756.0,110.0,7.0,48.0,4.0,96.0,False
revchatgpt,True,https://github.com/acheong08/ChatGPT,3577.0,27897.0,4361.0,8.0,11.0,,,True
rfc3986,True,https://github.com/python-hyper/rfc3986,31245003.0,182.0,31.0,8.0,15.0,22.0,206.0,False
rich,True,https://github.com/Textualize/rich,524398841.0,57318.0,2329.0,528.0,374.0,268.0,3152.0,False
rich-argparse,True,https://github.com/hamdanal/rich-argparse,20600381.0,126.0,11.0,2.0,1.0,5.0,88.0,False
rich-rst,True,https://github.com/wasi-master/rich-rst,65355967.0,20.0,7.0,2.0,0.0,4.0,52.0,False
rjsmin,True,https://github.com/ndparker/rjsmin,3332728.0,57.0,15.0,6.0,5.0,2.0,131.0,False
rotary-embedding-torch,True,,754034.0,756.0,63.0,10.0,18.0,4.0,66.0,False
rouge-chinese,True,https://github.com/Isaac-JL-Chen/rouge_chinese,67886.0,114.0,4.0,0.0,1.0,,,False
rouge-score,True,https://github.com/google-research/google-research,10176264.0,38592.0,8463.0,780.0,1989.0,774.0,4388.0,False
rpds-py,True,https://github.com/crate-py/rpds,536816467.0,64.0,30.0,1.0,9.0,12.0,235.0,False
